Episode,Avg_Waiting_Time,Avg_Queue_Length,Avg_Throughput,Violations
0,261.27670753064797,72.2,0.28055555555555556,0
1,219.74070945945945,73.13333333333334,0.4388888888888889,0
2,332.6513233601841,54.666666666666664,13.011111111111111,0
3,311.86617100371745,52.8,14.755555555555556,0
4,342.8110497237569,59.733333333333334,1.3666666666666667,0
5,316.4957345971564,69.66666666666667,0.0,0
6,316.17070895522386,70.4,0.0,0
7,295.8021052631579,60.93333333333333,5.6194444444444445,0
8,292.8785504407444,66.73333333333333,0.0,0
9,319.8350951374207,62.46666666666667,0.0,0
10,325.11154598825834,66.73333333333333,0.09722222222222222,0
11,293.6508097165992,62.733333333333334,0.21944444444444444,0
12,303.4408945686901,62.0,0.025,0
13,303.0203488372093,66.86666666666666,0.025,0
14,280.7629268292683,67.33333333333333,0.0,0
15,325.81229418221733,60.333333333333336,0.0,0
16,215.81150159744408,67.0,6.633333333333334,0
17,281.9159212880143,73.2,0.1,0
18,307.89169675090255,71.6,0.1,0
19,313.5201238390093,62.333333333333336,0.10833333333333334,0
20,286.81309297912713,69.4,0.0,0
21,290.4519607843137,66.4,0.05277777777777778,0
22,304.2760617760618,68.73333333333333,0.6055555555555555,0
23,259.92687747035575,66.86666666666666,0.025,0
24,296.6608615948671,71.6,1.4805555555555556,0
25,281.0035523978686,73.13333333333334,0.175,0
26,292.54131534569984,78.13333333333334,0.6444444444444445,0
27,245.66363636363636,71.66666666666667,0.1527777777777778,0
28,218.87193169690502,55.8,7.402777777777778,0
29,238.24500434404865,71.26666666666667,3.602777777777778,0
30,249.10794896957802,60.93333333333333,1.325,0
31,303.03053435114504,68.53333333333333,0.025,0
32,257.8933333333333,70.6,0.8611111111111112,0
33,199.8201219512195,60.8,2.3833333333333333,0
34,237.93398751115075,65.2,3.0444444444444443,0
35,307.54574468085104,60.6,0.2222222222222222,0
36,184.97957371225579,68.66666666666667,0.9277777777777778,0
37,294.0992578849722,70.06666666666666,0.030555555555555555,0
38,290.30581613508446,68.26666666666667,0.08055555555555556,0
39,316.8576271186441,57.93333333333333,0.025,0
40,327.4303232998885,59.6,0.0,0
41,212.62458745874588,76.2,0.4305555555555556,0
42,236.7801287948482,64.86666666666666,0.5138888888888888,0
43,251.82990654205608,70.06666666666666,0.0,0
44,245.18629343629343,64.8,0.2222222222222222,0
45,226.01404212637914,64.0,0.08055555555555556,0
46,233.5938511326861,75.6,0.4888888888888889,0
47,271.01268742791234,56.733333333333334,0.027777777777777776,0
48,267.88058151609556,61.13333333333333,0.12222222222222222,0
49,208.57195233730522,68.26666666666667,2.625,0
50,240.27221702525725,67.73333333333333,0.3,0
51,261.7148981779207,61.266666666666666,0.027777777777777776,0
52,299.2895256916996,67.26666666666667,0.002777777777777778,0
53,285.14589371980674,65.73333333333333,0.12222222222222222,0
54,263.0493096646943,65.2,0.08333333333333333,0
55,261.880174291939,60.2,0.025,0
56,292.3380710659898,64.2,0.09722222222222222,0
57,280.06589958159,63.4,0.005555555555555556,0
58,255.36428571428573,62.733333333333334,4.877777777777778,0
59,227.05330882352942,60.93333333333333,5.763888888888889,0
60,255.22918918918919,51.13333333333333,4.75,0
61,221.4407096171802,64.6,9.747222222222222,0
62,196.8344262295082,60.733333333333334,1.625,0
63,231.38057742782152,71.4,0.26666666666666666,0
64,318.953373015873,65.86666666666666,0.027777777777777776,0
65,306.57996146435454,67.6,0.027777777777777776,0
66,326.696875,64.0,0.05,0
67,249.59503424657535,68.4,0.8,0
68,274.2838095238095,64.2,4.3,0
69,305.79816513761466,64.33333333333333,0.09722222222222222,0
70,286.4628450106157,61.666666666666664,0.1,0
71,247.90933572710952,67.0,3.1,0
72,296.65255052935515,66.8,0.12777777777777777,0
73,306.0482822655525,69.8,0.12222222222222222,0
74,268.3677910772579,59.06666666666667,6.888888888888889,0
75,245.55032317636196,64.66666666666667,0.5416666666666666,0
76,222.08372530573848,68.8,0.19166666666666668,0
77,299.11965811965814,61.53333333333333,0.025,0
78,219.95875420875421,72.6,0.43333333333333335,0
79,205.63520408163265,71.93333333333334,0.3638888888888889,0
80,294.87652011225447,68.86666666666666,0.08611111111111111,0
81,286.22497522299307,66.6,0.0,0
82,218.02606177606177,63.8,2.4583333333333335,0
83,260.7703631010795,66.4,0.10833333333333334,0
84,239.2289719626168,65.2,0.5611111111111111,0
85,255.84225352112676,69.13333333333334,0.027777777777777776,0
86,292.22200772200773,68.4,0.0,0
87,252.45901639344262,70.73333333333333,0.125,0
88,302.2782705099778,59.666666666666664,0.0,0
89,288.19062181447504,63.53333333333333,0.10555555555555556,0
90,239.95880149812734,68.73333333333333,0.05,0
91,303.2865329512894,67.86666666666666,0.025,0
92,248.45622119815667,62.06666666666667,0.7694444444444445,0
93,235.7349159248269,63.06666666666667,1.2638888888888888,0
94,223.54588014981275,65.33333333333333,0.2361111111111111,0
95,216.4098228663446,76.26666666666667,0.3055555555555556,0
96,223.89209855564997,68.06666666666666,3.1527777777777777,0
97,229.8829401088929,69.53333333333333,0.39166666666666666,0
98,251.95559502664298,70.06666666666666,0.2111111111111111,0
99,293.09356136820924,64.4,0.04722222222222222,0
100,291.5490417136415,57.06666666666667,0.025,0
101,208.07729941291586,65.53333333333333,0.32222222222222224,0
102,258.82968601332067,65.26666666666667,0.8861111111111111,0
103,291.4109848484849,68.13333333333334,0.09722222222222222,0
104,292.2022357723577,63.8,0.18888888888888888,0
105,251.26171428571428,57.6,0.0,0
106,290.3918918918919,58.46666666666667,0.0,0
107,301.90918580375785,61.6,0.07777777777777778,0
108,258.9881188118812,62.46666666666667,1.3527777777777779,0
109,228.42748091603053,72.73333333333333,4.7027777777777775,0
110,308.1699421965318,57.53333333333333,0.0,0
111,246.95760082730092,62.4,0.05555555555555555,0
112,274.15090735434575,68.66666666666667,0.0,0
113,227.1262886597938,74.46666666666667,0.5472222222222223,0
114,259.109022556391,67.0,0.2722222222222222,0
115,250.37962962962962,62.0,10.197222222222223,0
116,281.219165085389,68.8,0.0,0
117,222.382863340564,60.8,0.005555555555555556,0
118,305.37664783427493,68.46666666666667,0.05555555555555555,0
119,261.8119658119658,59.0,0.2111111111111111,0
120,293.28131021194605,67.06666666666666,0.058333333333333334,0
121,279.9051254089422,60.333333333333336,0.08333333333333333,0
122,278.19857433808556,64.26666666666667,0.09722222222222222,0
123,278.59268292682924,54.666666666666664,0.0,0
124,262.56140350877195,54.4,9.36111111111111,0
125,288.1227125941873,59.6,1.9027777777777777,0
126,273.00950369588173,61.333333333333336,0.10555555555555556,0
127,309.0041710114703,62.8,0.027777777777777776,0
128,323.70820021299255,62.6,0.0,0
129,168.16114058355438,69.46666666666667,3.172222222222222,0
130,301.247591522158,65.53333333333333,0.17777777777777778,0
131,254.3453744493392,73.13333333333334,0.1,0
132,221.6220633299285,53.2,1.5194444444444444,0
133,291.7783558792924,62.93333333333333,0.05277777777777778,0
134,252.9974533106961,75.26666666666667,0.2388888888888889,0
135,257.81368821292773,69.26666666666667,0.005555555555555556,0
136,216.30814441645677,65.0,0.6916666666666667,0
137,240.70084566596194,56.0,0.38333333333333336,0
138,305.04476093591046,64.13333333333334,0.027777777777777776,0
139,242.56919875130072,62.333333333333336,0.04722222222222222,0
140,282.44774590163934,63.6,0.1,0
141,204.30048780487806,66.6,0.21944444444444444,0
142,160.37608695652173,60.46666666666667,5.433333333333334,0
143,197.49037721324095,68.6,1.4388888888888889,0
144,230.7470167064439,70.13333333333334,2.963888888888889,0
145,325.76693227091636,64.13333333333334,0.075,0
146,178.5447504302926,59.06666666666667,1.4166666666666667,0
147,191.98901098901098,63.86666666666667,0.37777777777777777,0
148,201.15497835497837,67.33333333333333,0.45,0
149,244.21328125,72.66666666666667,0.5722222222222222,0
150,228.1621835443038,73.6,0.6222222222222222,0
151,241.8518197573657,72.06666666666666,0.5388888888888889,0
152,243.76254480286738,70.53333333333333,0.1527777777777778,0
153,292.0286278381046,65.66666666666667,0.12222222222222222,0
154,206.10837817063796,72.0,1.5638888888888889,0
155,154.66329479768785,72.2,3.661111111111111,0
156,288.30162810625535,73.93333333333334,0.4305555555555556,0
157,287.96378091872793,73.4,0.14444444444444443,0
158,301.0472143531634,70.4,0.0,0
159,263.4484389782403,66.86666666666666,0.11666666666666667,0
160,259.84851063829785,75.06666666666666,0.19166666666666668,0
161,305.57380688124306,60.06666666666667,0.0,0
162,223.86058091286307,70.26666666666667,0.825,0
163,231.7979487179487,63.4,0.24722222222222223,0
164,268.9079365079365,62.266666666666666,0.0,0
165,254.18970189701898,73.06666666666666,0.05555555555555555,0
166,299.5072324011572,67.93333333333334,0.12777777777777777,0
167,294.6492204899777,59.333333333333336,0.0,0
168,260.229704797048,70.93333333333334,0.0,0
169,226.54014598540147,67.13333333333334,0.37222222222222223,0
170,157.28495692511598,74.8,4.294444444444444,0
171,243.97702205882354,69.46666666666667,0.21388888888888888,0
172,226.02674307545368,66.46666666666667,0.13333333333333333,0
173,256.7035019455253,83.0,0.08055555555555556,0
174,219.04834810636584,71.2,0.5666666666666667,0
175,301.3561904761905,69.26666666666667,0.025,0
176,194.76121930567317,73.06666666666666,0.4361111111111111,0
177,282.15955766192735,75.06666666666666,4.025,0
178,196.50415721844294,65.06666666666666,4.686111111111111,0
179,217.52444444444444,73.73333333333333,1.5638888888888889,0
180,233.33387358184766,75.33333333333333,0.5027777777777778,0
181,195.50037565740044,75.4,3.408333333333333,0
182,302.0850869167429,72.2,0.0,0
183,249.74307304785893,74.93333333333334,0.18333333333333332,0
184,290.7750653879686,73.86666666666666,0.05555555555555555,0
185,281.0149136577708,81.4,0.23055555555555557,0
186,283.23775601068564,69.06666666666666,0.32222222222222224,0
187,202.5885135135135,77.33333333333333,5.694444444444445,0
188,177.10114192495922,66.86666666666666,3.102777777777778,0
189,239.0481418918919,75.93333333333334,7.891666666666667,0
190,230.85912052117263,75.53333333333333,5.794444444444444,0
191,301.10360360360363,69.46666666666667,0.28888888888888886,0
192,189.0839874411303,70.93333333333334,0.9305555555555556,0
193,172.20251177394036,75.73333333333333,0.7777777777777778,0
194,253.08258527827647,67.93333333333334,0.4861111111111111,0
195,334.2362488728584,72.26666666666667,0.008333333333333333,0
196,266.1693023255814,69.33333333333333,0.15,0
197,239.4808306709265,78.4,0.2611111111111111,0
198,168.81215027977618,66.86666666666666,9.241666666666667,0
199,240.85153256704982,66.0,11.491666666666667,0
200,244.9065180102916,72.53333333333333,0.3861111111111111,0
201,229.05857740585773,68.2,1.2277777777777779,0
202,296.5206532180596,65.0,0.23055555555555557,0
203,234.73050847457628,65.06666666666666,7.455555555555556,0
204,251.60161145926588,70.86666666666666,2.5555555555555554,0
205,289.8674812030075,68.66666666666667,0.18333333333333332,0
206,194.53322908522284,67.13333333333334,1.4694444444444446,0
207,227.36159600997507,67.93333333333334,3.2944444444444443,0
208,241.21774931381518,71.2,0.08055555555555556,0
209,266.25390625,66.66666666666667,0.12222222222222222,0
210,258.2298181818182,85.33333333333333,0.46111111111111114,0
211,218.87384356602186,62.666666666666664,1.2527777777777778,0
212,291.40793201133147,69.33333333333333,0.025,0
213,200.55317394888706,68.6,0.8361111111111111,0
214,239.18173913043478,67.93333333333334,0.7444444444444445,0
215,311.39877924720247,65.33333333333333,0.058333333333333334,0
216,183.29759299781182,80.2,0.5861111111111111,0
217,236.87177280550773,72.06666666666666,4.45,0
218,322.79433962264153,70.66666666666667,0.16111111111111112,0
219,203.485966319166,74.13333333333334,0.5333333333333333,0
220,255.84498207885304,68.33333333333333,1.5638888888888889,0
221,250.9808695652174,73.26666666666667,0.14444444444444443,0
222,226.49846860643186,80.26666666666667,0.4027777777777778,0
223,245.74217462932455,80.33333333333333,0.1388888888888889,0
224,231.6613394216134,78.93333333333334,3.7333333333333334,0
225,205.70981754995657,73.86666666666666,1.1083333333333334,0
226,161.16666666666666,69.8,8.383333333333333,0
227,237.22774659182036,77.46666666666667,0.5888888888888889,0
228,170.48145285935084,79.53333333333333,0.21388888888888888,0
229,259.64353041988005,75.86666666666666,0.14722222222222223,0
230,235.07092819614712,73.6,2.761111111111111,0
231,325.35140562248995,66.06666666666666,0.11944444444444445,0
232,312.789323164919,69.2,0.12222222222222222,0
233,277.7737789203085,76.13333333333334,0.10555555555555556,0
234,183.29435084241823,65.8,0.1,0
235,226.42701863354037,81.06666666666666,0.24444444444444444,0
236,281.09414024975985,67.26666666666667,0.14722222222222223,0
237,193.0678768745067,75.33333333333333,0.5638888888888889,0
238,318.4159132007233,72.46666666666667,0.10833333333333334,0
239,270.3637184115523,71.46666666666667,0.24166666666666667,0
240,241.85612788632326,71.6,0.325,0
241,286.0506072874494,64.66666666666667,0.0,0
242,276.44057724957554,73.4,0.21666666666666667,0
243,251.1840707964602,71.26666666666667,0.3111111111111111,0
244,270.2451967063129,72.06666666666666,0.13333333333333333,0
245,324.33400200601807,66.26666666666667,0.0,0
246,210.88401253918497,81.33333333333333,3.7222222222222223,0
247,285.6323930846224,70.66666666666667,0.21388888888888888,0
248,238.50515463917526,79.33333333333333,0.3388888888888889,0
249,211.56640625,71.53333333333333,2.0027777777777778,0
250,313.8585675430644,70.4,0.9777777777777777,0
251,203.05777054515866,75.8,1.511111111111111,0
252,281.86722376973074,70.0,0.1111111111111111,0
253,308.919881305638,64.53333333333333,0.2361111111111111,0
254,269.83485309017226,64.86666666666666,0.43333333333333335,0
255,231.27948003714022,66.53333333333333,0.3,0
256,245.0405643738977,72.06666666666666,5.2027777777777775,0
257,315.0199115044248,58.8,0.05,0
258,294.702626641651,69.6,0.05555555555555555,0
259,292.12923351158645,69.6,0.18611111111111112,0
260,202.62616033755273,74.06666666666666,0.3888888888888889,0
261,248.08265306122448,64.13333333333334,0.030555555555555555,0
262,278.3581780538302,63.53333333333333,0.0,0
263,269.6761313220941,71.86666666666666,0.15555555555555556,0
264,246.44741532976826,70.2,0.6555555555555556,0
265,215.65155555555555,70.2,0.5222222222222223,0
266,192.39321511179645,77.0,0.8222222222222222,0
267,308.3704789833822,64.4,0.23333333333333334,0
268,256.8484848484849,60.733333333333334,0.10277777777777777,0
269,178.5032080659945,66.33333333333333,2.0166666666666666,0
270,244.41875580315693,68.13333333333334,0.20277777777777778,0
271,301.17414248021106,73.0,0.1388888888888889,0
272,294.8243375858685,66.6,0.027777777777777776,0
273,214.9494290375204,77.33333333333333,0.2638888888888889,0
274,218.19651347068145,78.53333333333333,0.16944444444444445,0
275,144.03106936416185,70.4,1.2138888888888888,0
276,278.8633474576271,58.266666666666666,4.022222222222222,0
277,242.00548947849956,66.6,0.43333333333333335,0
278,164.14737793851717,67.13333333333334,0.7777777777777778,0
279,280.751356238698,71.06666666666666,0.10833333333333334,0
280,301.1859956236324,59.4,2.088888888888889,0
