Episode,Avg_Waiting_Time,Avg_Queue_Length,Avg_Throughput,Violations
0,203.94562146892656,83.13333333333334,0.48333333333333334,0
1,247.21407907425265,65.8,0.12777777777777777,0
2,297.3714622641509,55.13333333333333,0.04722222222222222,0
3,278.14460784313724,52.13333333333333,0.15555555555555556,0
4,326.62820512820514,57.2,0.0,0
5,275.93299492385785,64.0,0.10555555555555556,0
6,231.80672268907563,64.6,0.4888888888888889,0
7,252.69538461538463,63.4,0.15,0
8,283.55969436485196,68.26666666666667,0.027777777777777776,0
9,298.9172932330827,61.6,0.0,0
10,316.0656084656085,61.86666666666667,0.05277777777777778,0
11,269.06406406406404,60.86666666666667,0.24444444444444444,0
12,249.7118093174431,59.0,0.20833333333333334,0
13,274.7331189710611,61.2,0.07777777777777778,0
14,334.5225955967555,55.86666666666667,0.10555555555555556,0
15,278.8353591160221,58.8,0.6833333333333333,0
16,336.0544135429262,55.13333333333333,0.45555555555555555,0
17,306.3197802197802,60.333333333333336,0.0,0
18,303.7295528898582,60.333333333333336,0.05,0
19,313.1921079958463,63.666666666666664,0.16111111111111112,0
20,296.0767519466073,58.2,4.258333333333334,0
21,306.5989159891599,48.6,10.8,0
22,321.1501182033097,56.4,0.0,0
23,337.6595982142857,59.733333333333334,0.0,0
24,318.147465437788,57.733333333333334,0.0,0
25,343.97106481481484,57.6,0.0,0
26,300.9761388286334,61.266666666666666,0.0,0
27,311.048231511254,61.13333333333333,0.0,0
28,330.7351290684624,59.4,0.0,0
29,261.69835680751174,54.53333333333333,0.15833333333333333,0
30,265.3367139959432,65.33333333333333,0.025,0
31,326.5158324821246,64.6,0.0,0
32,279.75843307943416,60.333333333333336,0.05277777777777778,0
33,275.20175438596493,65.0,0.2111111111111111,0
34,319.3527093596059,66.66666666666667,0.075,0
35,249.5997842502697,57.46666666666667,0.32222222222222224,0
36,310.03333333333336,53.86666666666667,0.025,0
37,277.56847826086954,60.266666666666666,0.05277777777777778,0
38,299.93030623020064,60.93333333333333,0.07777777777777778,0
39,324.10756123535674,62.46666666666667,0.0,0
40,306.02997858672376,62.13333333333333,0.025,0
41,254.48455428067078,73.06666666666666,0.18333333333333332,0
42,331.728285077951,59.53333333333333,0.0,0
43,327.93454179254786,66.2,0.0,0
44,297.9448051948052,60.666666666666664,0.05277777777777778,0
45,299.0609357997824,61.13333333333333,0.0,0
46,257.6381048387097,62.46666666666667,0.26666666666666666,0
47,308.7943722943723,60.93333333333333,0.025,0
48,291.7568493150685,58.2,0.025,0
49,299.89013224821974,64.0,0.12222222222222222,0
50,296.2807183364839,68.86666666666666,0.05555555555555555,0
51,297.87512388503467,67.13333333333334,0.03888888888888889,0
52,238.59029649595686,65.53333333333333,0.6555555555555556,0
53,220.96699029126214,63.86666666666667,0.2638888888888889,0
54,295.11650485436894,65.33333333333333,0.2638888888888889,0
55,252.5212981744422,59.46666666666667,0.4888888888888889,0
56,219.4251968503937,54.666666666666664,11.438888888888888,0
57,228.6929740134745,61.266666666666666,5.211111111111111,0
58,288.2060913705584,63.13333333333333,0.18333333333333332,0
59,333.1616580310881,63.93333333333333,0.025,0
60,286.39811320754717,69.2,0.09444444444444444,0
61,340.0100558659218,59.53333333333333,0.0,0
62,268.9656283566058,57.8,11.366666666666667,0
63,290.39272388059703,67.2,0.16666666666666666,0
64,299.3293795620438,72.26666666666667,0.025,0
65,216.5696316262354,71.2,12.694444444444445,0
66,291.3752228163993,71.6,0.85,0
67,309.09421000981354,66.0,0.05277777777777778,0
68,198.6810207336523,70.26666666666667,0.8694444444444445,0
69,259.273786407767,62.333333333333336,5.125,0
70,289.5031503150315,65.46666666666667,0.4777777777777778,0
71,294.80305927342255,66.8,0.09722222222222222,0
72,228.98570293884035,67.06666666666666,5.3,0
73,311.220823798627,56.13333333333333,9.55,0
74,200.70348837209303,66.06666666666666,8.133333333333333,0
75,281.7439926062847,71.53333333333333,0.0,0
76,322.21991701244815,64.26666666666667,0.0,0
77,324.18543046357615,59.4,0.025,0
78,263.2785265049416,66.13333333333334,0.7083333333333334,0
79,210.46558317399618,67.73333333333333,5.5,0
80,322.067843866171,71.6,0.0,0
81,298.27093596059115,66.26666666666667,0.5305555555555556,0
82,305.1928057553957,43.93333333333333,10.619444444444444,0
83,312.2723577235772,47.266666666666666,11.666666666666666,0
84,310.86246672582075,73.06666666666666,0.5194444444444445,0
85,280.9367311072056,74.13333333333334,0.3611111111111111,0
86,287.35739644970414,54.2,11.752777777777778,0
87,304.4591133004926,66.26666666666667,0.025,0
88,236.45654082528534,73.73333333333333,0.15555555555555556,0
89,247.91080196399346,69.46666666666667,1.1111111111111112,0
90,267.0365418894831,67.86666666666666,1.2055555555555555,0
91,235.66030534351145,62.8,3.966666666666667,0
92,241.5650406504065,73.4,0.8194444444444444,0
93,253.57777777777778,62.266666666666666,9.516666666666667,0
94,307.34566596194503,62.6,0.025,0
95,294.8930817610063,71.4,0.14444444444444443,0
96,279.2890070921986,72.2,0.25555555555555554,0
97,314.83196721311475,62.2,0.09722222222222222,0
98,214.24981017463932,72.8,1.1416666666666666,0
99,284.53416149068323,66.6,0.7416666666666667,0
100,316.4010526315789,59.4,0.15,0
101,198.98261526832957,73.4,6.805555555555555,0
102,203.16482582837722,64.33333333333333,1.1027777777777779,0
103,278.728855721393,73.0,0.4777777777777778,0
104,222.1455479452055,73.8,5.555555555555555,0
105,240.95579268292684,71.0,3.863888888888889,0
106,250.12869565217392,72.53333333333333,0.5555555555555556,0
107,305.3703703703704,71.0,0.6777777777777778,0
108,285.546875,65.2,0.6916666666666667,0
109,312.3636363636364,68.46666666666667,0.002777777777777778,0
110,334.3960612691466,60.93333333333333,0.0,0
111,276.1926940639269,67.0,1.3888888888888888,0
112,306.83031674208144,58.8,0.0,0
113,295.8512869399428,68.33333333333333,0.05277777777777778,0
114,329.2880829015544,64.33333333333333,0.0,0
115,283.4614695340502,73.33333333333333,0.08055555555555556,0
116,332.81430219146483,57.4,0.0,0
117,304.6694756554307,71.0,0.0,0
118,328.2401157184185,67.93333333333334,0.0,0
119,254.69493177387915,64.0,0.3194444444444444,0
120,326.511316872428,64.6,0.0,0
121,238.76284246575344,70.66666666666667,0.3194444444444444,0
122,317.9564814814815,70.2,0.05,0
123,314.1659793814433,64.4,0.0,0
124,333.5693069306931,67.33333333333333,0.0,0
125,298.1570482497635,67.66666666666667,0.175,0
126,347.6952169076752,59.733333333333334,0.0,0
127,304.4897119341564,64.6,0.0,0
128,306.71527777777777,66.53333333333333,0.0,0
129,346.22752497225304,60.06666666666667,0.0,0
130,338.8793969849246,66.13333333333334,0.0,0
131,319.2150313152401,62.46666666666667,0.05555555555555555,0
132,272.0763358778626,67.86666666666666,0.05,0
133,274.0523138832998,65.26666666666667,0.05,0
134,279.7504835589942,67.33333333333333,1.6944444444444444,0
135,310.45205479452056,67.33333333333333,0.0,0
136,322.806157354618,58.06666666666667,0.0,0
137,322.4125950054289,61.06666666666667,0.0,0
138,301.1122345803842,65.6,0.0,0
139,309.63807728557964,69.26666666666667,0.1,0
140,344.18617021276594,62.46666666666667,0.0,0
141,290.80506822612085,65.26666666666667,0.18888888888888888,0
142,224.43556443556443,62.666666666666664,0.275,0
143,277.12,70.93333333333334,0.21944444444444444,0
144,271.41397288842546,60.333333333333336,0.30833333333333335,0
145,295.7424684159378,67.13333333333334,0.09722222222222222,0
146,255.0017873100983,74.06666666666666,0.0,0
147,261.02644003777147,69.8,0.0,0
148,270.94621848739496,72.33333333333333,0.3472222222222222,0
149,328.9149659863946,58.2,0.0,0
150,233.84324324324325,64.86666666666666,0.6833333333333333,0
151,292.9638336347197,72.0,0.09722222222222222,0
152,288.1404549950544,67.0,0.0,0
153,302.1015625,57.0,0.1111111111111111,0
154,285.5,69.53333333333333,0.0,0
155,279.921568627451,71.0,0.20833333333333334,0
156,242.2085944494181,67.6,0.5111111111111111,0
157,283.5038084874864,59.333333333333336,0.19722222222222222,0
158,317.63037974683544,52.333333333333336,0.025,0
159,301.9470899470899,62.6,0.0,0
160,300.1546961325967,60.333333333333336,0.0,0
161,289.745437079731,67.26666666666667,0.14722222222222223,0
162,242.08923884514437,61.266666666666666,0.7666666666666667,0
163,291.38468809073726,66.53333333333333,0.24166666666666667,0
164,263.4986020503262,68.8,0.17222222222222222,0
165,232.85313376987838,69.46666666666667,0.0,0
166,185.9757281553398,64.4,2.5694444444444446,0
167,201.99126984126985,67.13333333333334,1.2305555555555556,0
168,305.1077720207254,60.53333333333333,1.1611111111111112,0
169,289.5747011952191,64.8,0.12777777777777777,0
170,254.25398512221042,60.53333333333333,0.05555555555555555,0
171,289.5338345864662,70.0,0.0,0
172,288.5235404896422,70.4,0.0,0
173,226.3395225464191,73.13333333333334,0.25,0
174,236.86091549295776,66.26666666666667,0.8055555555555556,0
175,266.81255946717414,64.73333333333333,0.3888888888888889,0
176,218.20732984293193,55.8,11.797222222222222,0
177,321.79510703363917,63.666666666666664,0.027777777777777776,0
178,214.35226400613968,63.53333333333333,3.816666666666667,0
179,304.8218181818182,52.2,0.1638888888888889,0
180,222.8300884955752,71.73333333333333,4.611111111111111,0
181,214.28015564202335,72.13333333333334,8.572222222222223,0
182,251.29432624113474,51.46666666666667,16.875,0
183,204.6672131147541,62.733333333333334,3.3055555555555554,0
