Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Actual_Violations
244,269.64,75.6,5.6278,400,400,0,0
245,207.97,67.0,2.2258,283,283,0,0
246,274.4,77.4,5.0389,385,385,0,0
247,299.77,71.73,0.9,955,955,0,0
248,258.82,74.27,1.4694,260,260,0,0
249,268.46,85.13,5.6,545,545,0,0
250,244.55,70.07,8.4944,860,860,0,0
251,171.51,65.6,9.2944,5,5,0,0
252,196.78,76.67,5.9472,235,235,0,0
253,249.32,76.8,1.9722,690,690,0,0
254,276.76,72.53,2.0778,360,360,0,0
255,277.94,73.27,3.8472,745,745,0,0
256,268.9,77.53,1.1222,240,240,0,0
257,188.56,75.27,3.5484,83,83,0,0
258,309.94,70.87,1.1972,655,655,0,0
259,254.7,77.0,6.1722,595,595,0,0
260,280.14,73.73,2.0278,575,575,0,0
261,242.78,75.8,7.8833,80,80,0,0
262,282.72,75.47,0.8111,345,345,0,0
263,195.85,75.13,0.8024,551,551,0,0
264,245.06,72.53,9.2583,390,390,0,0
265,320.73,71.93,0.9528,585,585,0,0
266,250.34,76.67,5.45,190,190,0,0
267,265.95,73.4,3.7639,915,915,0,0
268,325.82,75.27,0.9722,495,495,0,0
269,193.22,73.73,2.6129,85,85,0,0
270,277.92,72.53,1.4361,180,180,0,0
271,261.72,80.13,0.7028,780,780,0,0
272,328.62,69.8,0.5556,145,145,0,0
273,277.81,72.53,2.1306,560,560,0,0
274,271.29,62.67,11.3778,680,680,0,0
275,168.36,71.53,4.9355,318,318,0,0
276,226.79,74.67,5.8806,420,420,0,0
277,220.41,71.73,4.1556,235,235,0,0
278,334.17,70.4,0.8833,75,75,0,0
279,300.53,70.4,5.1722,715,715,0,0
280,295.81,75.87,5.3194,395,395,0,0
281,163.72,74.33,5.754,13,13,0,0
282,242.09,66.0,8.6722,370,370,0,0
283,233.31,69.27,10.1611,75,75,0,0
284,239.68,76.0,2.5556,340,340,0,0
285,272.1,77.4,2.7583,315,315,0,0
286,240.69,72.93,6.25,915,915,0,0
287,144.3,72.13,9.6613,328,328,0,0
288,243.26,73.2,9.7139,485,485,0,0
289,243.43,74.93,5.4333,710,710,0,0
290,305.01,72.4,2.0611,960,960,0,0
291,315.29,74.53,0.4556,735,735,0,0
292,275.71,71.0,3.575,305,305,0,0
293,212.85,74.67,1.5565,148,148,0,0
294,252.37,76.27,5.4778,270,270,0,0
295,247.38,77.8,2.2972,550,550,0,0
296,204.0,71.0,7.9444,95,95,0,0
297,229.6,78.8,11.5194,460,460,0,0
298,273.02,76.0,7.8944,270,270,0,0
299,159.06,73.87,14.1573,347,347,0,0
300,277.14,67.0,4.225,245,245,0,0
301,233.09,73.07,5.3833,520,520,0,0
302,293.37,60.27,6.2611,510,510,0,0
303,263.7,73.87,2.0861,665,665,0,0
304,300.35,71.73,1.6139,705,705,0,0
305,204.16,75.87,1.8065,125,125,0,0
306,285.49,73.13,8.5444,215,215,0,0
307,221.24,69.93,7.375,90,90,0,0
308,260.67,76.27,1.6944,570,570,0,0
309,225.31,74.13,5.375,245,245,0,0
310,186.32,68.33,10.225,540,540,0,0
311,168.96,71.6,6.6855,331,331,0,0
312,270.59,75.8,2.6,220,220,0,0
313,274.55,73.13,4.2583,605,605,0,0
314,289.82,76.8,1.2306,740,740,0,0
315,274.05,71.73,1.1611,90,90,0,0
316,267.33,71.27,6.0944,360,360,0,0
317,157.45,74.13,5.0565,551,551,0,0
318,254.05,72.87,4.0667,350,350,0,0
319,303.74,70.87,2.9167,495,495,0,0
320,252.85,78.93,6.6028,85,85,0,0
321,247.77,74.0,4.8944,880,880,0,0
322,247.99,70.93,2.3111,610,610,0,0
323,140.13,73.33,14.3306,201,201,0,0
324,297.22,57.07,6.9417,90,90,0,0
325,258.28,57.07,23.8083,435,435,0,0
326,323.85,73.87,1.1222,340,340,0,0
327,269.48,72.53,8.7389,15,15,0,0
328,320.91,70.4,1.0278,410,410,0,0
329,163.95,72.4,4.746,474,474,0,0
330,287.08,65.27,4.8917,405,405,0,0
331,242.34,73.13,8.2306,230,230,0,0
332,271.67,67.4,8.65,730,730,0,0
333,257.66,70.67,3.1722,450,450,0,0
334,195.47,72.53,6.3056,455,455,0,0
335,207.8,68.0,0.9194,193,193,0,0
336,191.85,71.73,12.8056,190,190,0,0
337,280.67,73.93,0.7528,505,505,0,0
338,257.82,72.6,2.0167,770,770,0,0
339,290.37,73.13,1.3361,45,45,0,0
340,288.28,59.0,10.0667,155,155,0,0
341,148.82,71.6,15.9839,188,188,0,0
342,255.38,69.53,9.3833,555,555,0,0
343,189.84,71.6,12.6139,50,50,0,0
344,310.45,72.33,0.7222,660,660,0,0
345,319.87,70.4,2.0639,705,705,0,0
346,307.26,72.53,1.6222,180,180,0,0
347,156.06,68.8,2.9315,123,123,0,0
348,329.06,69.6,2.9333,995,995,0,0
349,261.04,68.07,10.0722,70,70,0,0
350,322.18,72.53,0.7167,735,735,0,0
351,324.88,68.27,1.4583,385,385,0,0
352,287.78,69.47,9.1,175,175,0,0
353,123.95,68.27,13.5403,58,58,0,0
354,320.61,70.27,2.1278,30,30,0,0
355,309.03,70.4,1.9556,310,310,0,0
356,287.38,70.4,8.6944,420,420,0,0
357,260.3,71.93,10.2083,480,480,0,0
358,234.49,67.53,9.4528,15,15,0,0
359,156.64,61.6,6.6129,228,228,0,0
360,233.08,74.07,3.0111,205,205,0,0
361,199.94,70.2,12.8611,325,325,0,0
362,239.13,73.07,11.8278,305,305,0,0
363,246.86,72.0,12.3444,185,185,0,0
364,315.5,68.27,3.9667,415,415,0,0
365,167.09,57.2,14.7097,261,261,0,0
366,277.14,71.67,1.8611,455,455,0,0
367,229.02,72.53,13.0028,290,290,0,0
368,273.89,76.0,4.5611,60,60,0,0
369,265.25,63.73,13.4944,210,210,0,0
370,258.3,68.53,7.8444,695,695,0,0
371,178.28,72.53,11.7097,15,15,0,0
372,220.01,72.53,8.1333,40,40,0,0
373,317.25,73.0,1.1694,250,250,0,0
374,241.95,75.73,10.4306,430,430,0,0
375,228.86,69.67,9.1056,190,190,0,0
376,234.87,69.87,10.0222,15,15,0,0
377,180.55,68.93,8.3871,351,351,0,0
378,262.23,74.67,10.5667,420,420,0,0
379,284.43,79.53,1.4278,40,40,0,0
380,295.62,74.67,0.8778,285,285,0,0
381,236.03,75.2,9.3167,85,85,0,0
382,319.4,57.07,8.5528,235,235,0,0
383,172.47,67.73,14.7661,175,175,0,0
384,286.94,72.13,1.9361,255,255,0,0
385,241.46,68.8,9.5944,725,725,0,0
386,229.25,71.07,10.0667,485,485,0,0
387,315.95,68.27,4.0722,305,305,0,0
388,216.62,55.53,19.8056,360,360,0,0
389,169.23,67.87,6.9274,263,263,0,0
390,317.11,74.67,1.0389,50,50,0,0
391,231.94,62.33,7.6,80,80,0,0
392,297.97,70.8,1.2806,295,295,0,0
393,209.6,70.4,14.7333,535,535,0,0
394,261.82,65.33,5.7417,320,320,0,0
395,168.58,63.13,11.2177,253,253,0,0
396,298.04,68.2,2.4889,440,440,0,0
397,250.51,67.27,9.1167,350,350,0,0
398,281.83,65.93,8.4694,510,510,0,0
399,229.98,66.67,12.5917,90,90,0,0
400,198.09,72.33,12.0667,95,95,0,0
401,169.15,70.4,11.7863,283,283,0,0
402,331.67,42.8,22.2389,180,180,0,0
403,235.71,73.87,8.9583,625,625,0,0
404,315.09,68.93,1.9167,550,550,0,0
405,265.76,80.07,1.625,665,665,0,0
406,260.41,73.87,8.9444,165,165,0,0
407,154.79,72.53,12.1613,368,368,0,0
408,314.32,69.47,1.8389,155,155,0,0
409,279.94,70.4,4.7833,65,65,0,0
410,238.05,76.87,2.4917,805,805,0,0
411,258.43,71.8,2.5778,160,160,0,0
412,279.35,75.27,2.2444,525,525,0,0
413,144.46,72.53,5.504,143,143,0,0
414,322.15,65.8,1.5056,840,840,0,0
415,230.02,70.67,11.8333,420,420,0,0
416,302.41,68.87,5.7944,500,500,0,0
417,216.67,73.73,13.8611,275,275,0,0
418,261.07,65.47,12.4944,15,15,0,0
419,227.62,56.33,13.4274,5,5,0,0
420,210.43,60.53,16.7056,350,350,0,0
421,275.38,70.4,7.6167,210,210,0,0
422,299.68,70.4,1.0889,420,420,0,0
423,336.44,72.53,0.5611,700,700,0,0
424,273.33,66.8,8.8167,45,45,0,0
425,213.78,55.4,14.6613,163,163,0,0
426,260.94,73.13,3.2611,480,480,0,0
427,228.85,44.33,17.5611,265,265,0,0
428,275.3,60.07,9.9194,165,165,0,0
429,336.59,66.73,1.8167,695,695,0,0
430,249.29,67.13,12.375,20,20,0,0
431,186.53,47.47,26.496,5,5,0,0
432,228.87,63.87,15.1056,20,20,0,0
433,189.9,73.2,8.0222,65,65,0,0
434,267.93,76.8,3.1472,45,45,0,0
435,224.71,61.33,16.0417,115,115,0,0
436,262.92,71.87,11.4722,175,175,0,0
437,171.5,59.0,16.5161,0,0,0,0
438,257.24,66.93,11.8,110,110,0,0
439,226.8,73.13,11.0444,215,215,0,0
440,296.84,68.27,7.0778,380,380,0,0
441,288.91,59.8,11.1944,70,70,0,0
442,204.45,54.93,10.0222,75,75,0,0
443,163.94,57.0,8.4556,45,45,0,0
444,232.52,71.4,14.9278,15,15,0,0
445,247.29,67.87,2.3917,35,35,0,0
446,255.95,66.73,13.8361,120,120,0,0
447,239.5,61.33,15.2028,5,5,0,0
448,208.11,66.6,9.8611,625,625,0,0
449,177.86,52.8,21.7339,0,0,0,0
450,161.54,72.53,16.2417,75,75,0,0
451,276.31,71.0,11.8444,310,310,0,0
452,270.09,65.87,10.4,415,415,0,0
453,244.38,64.13,10.8806,135,135,0,0
454,327.62,52.8,13.3972,375,375,0,0
455,186.94,55.53,11.5,25,25,0,0
456,255.28,66.0,11.4972,360,360,0,0
457,175.52,51.87,15.9444,265,265,0,0
458,314.34,58.27,10.4556,85,85,0,0
459,181.78,70.27,16.0917,260,260,0,0
460,339.2,70.4,0.3611,70,70,0,0
461,204.77,67.6,2.2742,200,200,0,0
462,312.79,70.4,2.2861,495,495,0,0
463,239.09,41.6,27.2722,225,225,0,0
464,253.61,64.93,10.9806,130,130,0,0
465,327.41,66.13,2.6778,335,335,0,0
466,193.21,64.33,12.8472,300,300,0,0
467,230.52,53.87,13.4274,10,10,0,0
468,236.59,68.27,17.4861,355,355,0,0
469,239.02,68.73,14.8333,680,680,0,0
470,306.65,68.27,3.0167,30,30,0,0
471,155.54,72.73,11.7806,105,105,0,0
472,333.98,57.07,13.2889,205,205,0,0
473,142.93,63.13,16.4194,8,8,0,0
474,318.57,57.07,2.5194,350,350,0,0
475,230.25,72.53,8.7694,365,365,0,0
476,300.54,72.53,1.9583,145,145,0,0
477,256.85,66.0,14.1111,65,65,0,0
478,198.65,41.6,29.0639,0,0,0,0
479,178.24,70.4,4.4435,461,461,0,0
480,203.31,59.07,15.8139,175,175,0,0
481,149.38,71.0,18.6194,65,65,0,0
482,195.67,72.53,15.7444,105,105,0,0
483,224.05,54.87,16.5472,150,150,0,0
484,343.67,40.2,25.2111,5,5,0,0
485,186.8,54.93,23.3468,246,246,0,0
486,333.34,66.13,2.7139,610,610,0,0
487,233.6,59.47,7.7167,85,85,0,0
488,294.19,59.73,13.95,695,695,0,0
489,215.03,62.67,14.7861,45,45,0,0
490,221.65,61.47,10.7833,20,20,0,0
491,167.93,48.4,17.0927,0,0,0,0
492,210.65,62.53,13.6972,105,105,0,0
493,204.76,64.6,11.0,450,450,0,0
494,284.34,68.27,2.1556,735,735,0,0
495,302.56,57.07,10.0944,30,30,0,0
496,296.59,70.4,1.1861,15,15,0,0
497,229.83,52.8,13.3468,0,0,0,0
498,279.71,66.47,3.5139,1035,1035,0,0
499,244.46,68.07,11.1167,0,0,0,0
