Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Actual_Violations
69,308.11,72.53,1.0806,470,470,0,0
70,275.57,79.67,1.2889,620,620,0,0
71,157.96,73.93,5.9274,148,148,0,0
72,232.73,80.47,3.2667,410,410,0,0
73,277.3,73.87,1.3639,865,865,0,0
74,224.55,74.67,4.6194,475,475,0,0
75,296.27,74.8,1.1944,1500,1500,0,0
76,242.22,74.8,3.3972,390,390,0,0
77,155.86,83.8,2.0605,225,225,0,0
78,182.8,92.07,2.9861,410,410,0,0
79,242.97,71.07,6.45,205,205,0,0
80,228.61,80.53,4.2,440,440,0,0
81,290.6,78.93,1.1278,520,520,0,0
82,253.38,86.67,2.1028,790,790,0,0
83,144.43,79.0,4.4839,266,266,0,0
84,241.79,79.0,1.2556,440,440,0,0
85,263.01,76.8,2.6694,270,270,0,0
86,302.81,81.07,1.4667,1300,1300,0,0
87,270.3,74.87,2.325,520,520,0,0
88,220.22,77.6,2.8417,1120,1120,0,0
89,158.09,77.0,4.6653,308,308,0,0
90,250.53,72.6,1.5194,795,795,0,0
91,239.25,79.0,0.8861,910,910,0,0
92,218.7,78.47,0.7417,1030,1030,0,0
93,257.71,80.53,2.0694,365,365,0,0
94,288.23,75.53,1.2833,1235,1235,0,0
95,164.59,78.73,1.6331,374,374,0,0
96,221.24,78.33,1.5861,595,595,0,0
97,271.14,78.8,1.1889,850,850,0,0
98,231.93,79.4,5.3333,340,340,0,0
99,265.58,78.8,1.2,915,915,0,0
100,267.54,80.93,1.1667,385,385,0,0
101,150.01,76.33,11.125,324,324,0,0
102,229.41,75.2,3.0361,845,845,0,0
103,229.75,79.33,1.425,410,410,0,0
104,230.25,80.67,2.1917,570,570,0,0
105,244.53,78.93,1.7333,255,255,0,0
106,207.36,80.47,3.9028,400,400,0,0
107,171.98,68.47,6.8468,186,186,0,0
108,310.42,78.8,1.6167,730,730,0,0
109,224.01,76.8,2.0,725,725,0,0
110,231.97,77.2,1.8472,460,460,0,0
111,262.23,75.27,3.225,580,580,0,0
112,277.93,80.13,0.6944,680,680,0,0
113,184.69,76.93,3.5121,454,454,0,0
114,273.76,81.53,1.8722,680,680,0,0
115,293.02,78.13,2.2111,415,415,0,0
116,270.14,76.6,1.2333,620,620,0,0
117,262.32,78.33,1.6833,340,340,0,0
118,235.38,86.0,3.2444,405,405,0,0
119,167.59,74.0,2.0081,339,339,0,0
120,251.64,82.93,0.9861,475,475,0,0
121,289.27,77.0,2.275,410,410,0,0
122,247.08,79.0,1.1694,720,720,0,0
123,234.07,72.73,4.3361,150,150,0,0
124,271.73,78.8,3.2778,820,820,0,0
125,154.22,74.47,6.6774,5,5,0,0
126,298.91,74.0,1.0778,1360,1360,0,0
127,292.48,70.73,1.0278,470,470,0,0
128,286.89,75.53,1.9444,355,355,0,0
129,242.14,74.93,2.3611,390,390,0,0
130,185.02,75.73,2.3278,490,490,0,0
131,201.78,75.33,1.9758,529,529,0,0
132,235.72,80.73,1.9972,265,265,0,0
133,280.23,75.27,1.5111,285,285,0,0
134,217.41,76.27,5.3639,360,360,0,0
135,239.22,81.07,2.1806,605,605,0,0
136,284.43,76.6,0.6333,475,475,0,0
137,144.43,76.93,6.621,363,363,0,0
138,253.41,72.47,2.2167,120,120,0,0
139,303.29,71.47,1.6944,910,910,0,0
140,247.36,77.4,3.4472,775,775,0,0
141,253.42,75.2,0.9333,285,285,0,0
142,316.43,67.73,5.9111,250,250,0,0
143,169.95,74.87,1.1371,356,356,0,0
144,280.99,78.47,1.3083,295,295,0,0
145,280.98,80.33,1.925,655,655,0,0
146,250.81,77.0,2.7333,230,230,0,0
147,299.95,74.67,1.3389,140,140,0,0
148,238.75,77.4,4.825,270,270,0,0
149,177.41,69.2,2.9516,546,546,0,0
150,265.07,77.2,3.075,580,580,0,0
151,267.89,75.87,1.4944,275,275,0,0
152,252.83,76.67,0.8333,960,960,0,0
153,213.68,76.87,3.1889,205,205,0,0
154,311.84,73.13,0.5444,970,970,0,0
155,168.19,69.47,6.5,198,198,0,0
156,249.43,72.73,1.9417,555,555,0,0
157,225.6,75.8,5.7528,285,285,0,0
158,245.87,70.27,7.325,440,440,0,0
159,306.5,76.8,4.1389,395,395,0,0
160,274.43,76.07,0.8861,765,765,0,0
161,171.3,75.13,9.0806,113,113,0,0
162,235.69,77.0,5.2917,225,225,0,0
163,242.56,67.27,2.9778,570,570,0,0
164,283.01,75.27,2.3222,250,250,0,0
165,226.11,73.87,3.9861,505,505,0,0
166,258.94,77.33,3.3833,795,795,0,0
167,163.19,74.4,1.6774,632,632,0,0
168,239.62,78.13,1.6083,195,195,0,0
169,273.37,70.93,3.0556,600,600,0,0
170,263.45,72.53,2.9611,690,690,0,0
171,275.88,79.73,1.5444,250,250,0,0
172,297.13,74.93,1.2694,885,885,0,0
173,154.0,73.0,3.1895,529,529,0,0
174,289.76,74.47,2.8222,460,460,0,0
175,282.51,72.53,3.3528,470,470,0,0
176,233.62,78.93,1.9778,565,565,0,0
177,306.12,70.27,1.0806,965,965,0,0
178,303.01,72.53,2.9056,80,80,0,0
179,175.03,79.2,7.0605,238,238,0,0
180,271.53,78.33,0.9417,610,610,0,0
181,217.22,74.93,5.4167,160,160,0,0
182,288.8,78.8,1.6833,610,610,0,0
183,271.84,83.2,2.5611,240,240,0,0
184,248.96,78.87,1.4583,605,605,0,0
185,172.42,77.4,2.8508,250,250,0,0
186,262.18,80.87,1.25,670,670,0,0
187,222.24,78.33,3.9222,990,990,0,0
188,264.98,77.33,2.8278,575,575,0,0
189,277.72,72.93,3.4333,345,345,0,0
190,295.64,74.87,2.8056,235,235,0,0
191,175.86,74.87,1.3105,421,421,0,0
192,289.46,75.27,1.2528,1090,1090,0,0
193,284.59,80.13,2.7111,100,100,0,0
194,269.96,73.8,0.8139,745,745,0,0
195,269.5,80.93,2.1944,855,855,0,0
196,286.7,76.6,2.1944,555,555,0,0
197,160.15,77.27,5.3347,266,266,0,0
198,262.26,78.93,0.9972,460,460,0,0
199,204.74,78.8,3.5583,420,420,0,0
200,299.23,73.27,3.2778,205,205,0,0
201,256.85,76.53,1.425,660,660,0,0
202,216.07,75.27,2.1833,645,645,0,0
203,157.6,76.8,8.1532,100,100,0,0
204,244.6,78.93,5.2778,225,225,0,0
205,292.73,70.27,4.3444,185,185,0,0
206,273.83,70.4,3.65,180,180,0,0
207,287.94,75.27,3.4417,650,650,0,0
208,229.01,76.47,1.7139,110,110,0,0
209,190.3,75.27,2.9516,118,118,0,0
210,255.09,83.13,2.7361,130,130,0,0
211,252.96,76.27,3.6417,185,185,0,0
212,239.33,78.93,3.3694,415,415,0,0
213,297.45,74.67,2.7111,245,245,0,0
214,323.12,65.6,13.4222,70,70,0,0
215,185.77,67.73,5.0444,468,468,0,0
216,243.79,63.47,15.8056,100,100,0,0
217,294.65,61.93,14.6333,615,615,0,0
218,291.57,73.13,2.7056,130,130,0,0
219,257.88,77.27,2.7083,810,810,0,0
220,243.07,60.27,13.8556,1125,1125,0,0
221,167.29,72.93,1.9194,277,277,0,0
222,247.99,71.53,3.7278,320,320,0,0
223,290.75,61.2,14.1278,35,35,0,0
224,270.51,74.67,1.1417,745,745,0,0
225,278.46,73.2,1.9833,985,985,0,0
226,296.82,61.87,14.4111,715,715,0,0
227,185.87,71.0,3.4839,65,65,0,0
228,293.95,60.4,13.5917,110,110,0,0
229,266.6,70.27,3.8806,525,525,0,0
230,282.11,61.13,15.6556,320,320,0,0
231,227.64,70.73,2.6917,650,650,0,0
232,254.31,58.67,15.5056,330,330,0,0
233,192.63,70.27,6.5,123,123,0,0
234,258.45,76.8,3.125,980,980,0,0
235,279.15,74.53,1.2,745,745,0,0
236,256.81,76.67,2.1333,920,920,0,0
237,323.21,74.67,0.4944,655,655,0,0
238,287.45,72.67,1.625,135,135,0,0
239,170.15,73.07,1.5847,369,369,0,0
240,262.14,72.73,9.5556,400,400,0,0
241,282.35,75.67,2.1889,410,410,0,0
242,323.31,71.73,0.6944,365,365,0,0
243,215.14,74.73,10.625,370,370,0,0
244,240.15,73.13,1.4611,705,705,0,0
245,163.11,72.53,5.5444,228,228,0,0
246,221.19,67.73,11.3611,560,560,0,0
247,280.24,72.53,5.0667,120,120,0,0
248,239.78,61.13,15.0639,535,535,0,0
249,267.44,66.4,7.0528,475,475,0,0
250,267.42,61.33,14.0611,275,275,0,0
251,216.4,70.4,1.8306,253,253,0,0
252,246.75,72.53,1.8222,95,95,0,0
253,285.69,72.53,3.9278,470,470,0,0
254,214.11,63.67,4.4083,130,130,0,0
255,253.18,72.53,3.6417,705,705,0,0
256,271.07,62.67,13.95,265,265,0,0
257,194.04,78.13,4.3387,409,409,0,0
258,314.09,71.0,4.2111,1065,1065,0,0
259,300.62,70.27,1.9,750,750,0,0
260,273.76,78.67,6.3833,225,225,0,0
261,214.45,57.07,20.0167,335,335,0,0
262,300.09,71.0,3.6833,45,45,0,0
263,203.49,57.07,13.621,80,80,0,0
264,279.2,73.27,5.6,65,65,0,0
265,307.6,71.6,1.2,565,565,0,0
266,294.8,60.4,15.1889,45,45,0,0
267,250.9,57.67,15.175,225,225,0,0
268,223.81,76.8,6.0556,330,330,0,0
269,192.64,57.13,14.371,286,286,0,0
270,266.79,72.6,4.9583,365,365,0,0
271,292.0,76.8,2.95,345,345,0,0
272,246.29,61.33,15.05,730,730,0,0
273,254.0,68.27,4.3528,490,490,0,0
274,247.71,72.6,3.1306,195,195,0,0
275,211.51,59.2,14.0524,183,183,0,0
276,296.69,73.73,3.8056,945,945,0,0
277,279.45,74.6,1.525,510,510,0,0
278,306.64,72.73,0.9028,115,115,0,0
279,320.76,71.0,1.4556,365,365,0,0
280,327.66,69.0,2.0444,435,435,0,0
281,194.08,76.8,5.4113,108,108,0,0
282,255.4,58.0,14.1333,480,480,0,0
283,284.44,75.67,1.6861,655,655,0,0
284,318.28,76.8,2.0611,225,225,0,0
285,313.49,59.2,14.475,80,80,0,0
286,286.31,76.8,1.9778,825,825,0,0
287,203.66,49.2,14.4798,90,90,0,0
288,234.79,71.0,1.825,775,775,0,0
289,302.99,61.93,13.925,730,730,0,0
290,213.92,74.67,7.3111,60,60,0,0
291,322.62,76.67,1.0222,470,470,0,0
292,289.61,52.6,13.6278,165,165,0,0
293,216.77,71.0,1.9355,278,278,0,0
294,282.3,63.47,13.4056,120,120,0,0
295,266.56,64.8,6.2806,325,325,0,0
296,278.27,61.33,13.4278,510,510,0,0
297,301.21,74.53,1.5028,320,320,0,0
298,245.44,72.53,3.5889,430,430,0,0
299,167.34,72.8,3.3629,421,421,0,0
300,260.3,56.73,13.6306,160,160,0,0
301,287.13,58.4,14.8,530,530,0,0
302,220.27,58.53,16.7806,650,650,0,0
303,278.62,70.4,3.4444,30,30,0,0
304,315.98,73.87,1.6333,60,60,0,0
305,185.91,75.0,3.6411,65,65,0,0
306,267.18,72.53,1.5361,745,745,0,0
307,321.86,72.53,2.3222,780,780,0,0
308,246.65,52.4,15.0417,145,145,0,0
309,276.8,59.93,14.7778,465,465,0,0
310,328.34,59.6,13.4,555,555,0,0
311,181.33,60.4,14.9274,238,238,0,0
312,261.75,71.73,6.0167,660,660,0,0
313,273.72,70.2,2.0,245,245,0,0
314,284.55,61.47,13.7833,435,435,0,0
315,298.13,57.2,15.0306,425,425,0,0
316,239.28,78.13,1.7528,830,830,0,0
317,199.44,75.33,0.9919,191,191,0,0
318,249.09,72.53,4.9028,45,45,0,0
319,277.09,74.67,4.8083,405,405,0,0
320,243.72,61.33,17.5528,240,240,0,0
321,219.81,66.2,8.35,400,400,0,0
322,285.66,72.53,5.6639,390,390,0,0
323,154.4,73.13,3.8952,155,155,0,0
324,256.18,58.53,15.0472,480,480,0,0
325,264.83,73.13,1.6778,210,210,0,0
326,323.86,70.2,0.7,20,20,0,0
327,310.41,73.8,1.2639,880,880,0,0
328,297.41,72.27,1.075,20,20,0,0
329,195.24,71.73,3.7298,699,699,0,0
330,320.04,68.87,3.2611,530,530,0,0
331,263.26,56.87,14.975,135,135,0,0
332,302.84,58.8,15.5083,85,85,0,0
333,259.47,55.8,14.9167,210,210,0,0
334,246.42,70.4,4.15,185,185,0,0
335,168.36,48.53,17.6371,165,165,0,0
336,281.09,73.87,1.7028,310,310,0,0
337,314.55,72.53,3.5833,0,0,0,0
338,251.0,73.13,2.9417,180,180,0,0
339,310.23,59.2,14.1167,290,290,0,0
340,294.78,70.4,3.0611,50,50,0,0
341,182.08,61.2,14.9637,255,255,0,0
342,222.83,63.8,4.4056,295,295,0,0
343,285.09,57.0,14.4833,775,775,0,0
344,233.09,63.27,13.8361,145,145,0,0
345,302.56,59.8,13.975,880,880,0,0
346,281.2,72.53,3.1889,575,575,0,0
347,202.95,72.53,3.4839,391,391,0,0
348,267.01,59.27,13.7194,180,180,0,0
349,261.05,57.67,14.0306,385,385,0,0
350,295.44,70.4,3.2889,355,355,0,0
351,306.5,57.07,13.7861,490,490,0,0
352,319.43,70.4,1.0639,350,350,0,0
353,178.89,72.53,6.8831,193,193,0,0
354,312.71,73.73,1.3889,230,230,0,0
355,281.53,72.53,4.6389,205,205,0,0
356,291.57,61.33,14.7833,190,190,0,0
357,300.56,61.33,13.5944,620,620,0,0
358,299.53,74.8,0.7972,310,310,0,0
359,195.5,70.4,2.2339,258,258,0,0
360,298.39,71.73,2.2028,660,660,0,0
361,232.15,60.33,15.3139,20,20,0,0
362,250.16,73.13,1.8694,705,705,0,0
363,255.44,69.0,8.0778,160,160,0,0
364,240.09,59.07,16.375,210,210,0,0
365,173.41,59.33,18.7742,83,83,0,0
366,286.16,59.8,14.3,395,395,0,0
367,236.82,59.33,14.2556,65,65,0,0
368,279.39,72.53,1.3361,310,310,0,0
369,273.66,70.4,2.5361,355,355,0,0
370,280.98,59.2,14.0611,75,75,0,0
371,163.28,59.2,16.9879,58,58,0,0
372,269.64,74.4,3.5889,450,450,0,0
373,250.48,58.4,22.5111,660,660,0,0
374,282.48,59.2,15.9694,580,580,0,0
375,258.91,72.53,3.2833,425,425,0,0
376,211.95,49.4,18.9667,200,200,0,0
377,192.73,57.07,19.3387,178,178,0,0
378,265.67,55.53,14.3417,25,25,0,0
379,262.02,55.0,22.55,35,35,0,0
380,287.86,43.6,26.1833,30,30,0,0
381,254.33,63.13,14.6694,255,255,0,0
382,238.1,58.4,13.9722,355,355,0,0
383,142.94,67.73,11.9194,35,35,0,0
384,268.73,52.8,21.5361,350,350,0,0
385,204.48,72.53,8.3278,85,85,0,0
386,267.96,64.93,4.6722,25,25,0,0
387,246.63,57.07,20.1917,170,170,0,0
388,211.3,57.47,22.2444,20,20,0,0
389,191.05,59.0,15.9194,268,268,0,0
390,211.57,57.07,17.9806,380,380,0,0
391,293.1,61.53,13.3,370,370,0,0
392,202.62,57.07,23.0944,20,20,0,0
393,241.99,72.53,10.9444,100,100,0,0
394,265.79,54.8,20.6611,60,60,0,0
395,193.37,61.33,13.3065,173,173,0,0
396,323.24,70.27,1.325,420,420,0,0
397,257.73,70.4,7.2861,575,575,0,0
398,313.42,68.47,2.7139,315,315,0,0
399,289.95,46.2,20.9639,30,30,0,0
400,278.19,58.4,15.1139,75,75,0,0
401,212.05,72.27,3.1048,266,266,0,0
402,315.84,72.53,1.0167,435,435,0,0
403,255.54,74.67,6.6778,150,150,0,0
404,213.87,65.27,13.1889,475,475,0,0
405,150.25,55.27,27.3944,10,10,0,0
406,274.9,59.2,13.9556,410,410,0,0
407,125.03,42.93,29.1734,0,0,0,0
408,259.28,57.07,12.0917,520,520,0,0
409,287.48,43.73,17.4139,195,195,0,0
410,220.86,42.73,23.2278,50,50,0,0
411,273.53,57.07,15.6583,740,740,0,0
412,302.03,59.2,13.3444,365,365,0,0
413,174.24,59.2,14.1452,63,63,0,0
414,311.99,45.87,24.3111,65,65,0,0
415,239.08,41.6,28.4861,20,20,0,0
416,232.45,57.07,20.6,5,5,0,0
417,272.87,40.47,26.6444,20,20,0,0
418,231.44,70.4,8.7417,90,90,0,0
419,197.18,40.07,26.2218,0,0,0,0
420,176.41,48.67,25.9083,85,85,0,0
421,184.89,53.4,24.3278,135,135,0,0
422,248.84,59.2,24.0667,45,45,0,0
423,307.93,57.07,13.9028,15,15,0,0
424,147.28,55.27,28.0889,25,25,0,0
425,166.9,53.13,13.8266,58,58,0,0
426,239.92,55.53,23.3444,445,445,0,0
427,315.02,41.47,26.2944,25,25,0,0
428,200.82,54.07,16.7528,200,200,0,0
429,184.7,42.6,29.8694,0,0,0,0
430,327.02,41.6,26.2778,15,15,0,0
431,177.97,31.87,29.7661,5,5,0,0
432,330.2,41.6,26.3444,5,5,0,0
433,225.11,36.13,30.0639,0,0,0,0
434,250.4,68.27,9.3806,5,5,0,0
435,232.61,42.6,20.4889,190,190,0,0
436,298.0,41.6,27.0556,370,370,0,0
437,175.44,33.73,29.7016,0,0,0,0
438,242.41,54.27,15.8444,10,10,0,0
439,255.79,50.47,15.6389,10,10,0,0
440,330.15,54.93,13.5417,105,105,0,0
441,270.8,40.8,26.8139,65,65,0,0
442,282.46,65.6,13.8222,150,150,0,0
443,171.68,69.6,5.6815,123,123,0,0
444,208.03,37.73,31.1,5,5,0,0
445,257.97,47.27,16.6194,390,390,0,0
446,328.46,41.6,26.2556,5,5,0,0
447,172.68,43.73,29.3611,25,25,0,0
448,252.04,54.93,16.2444,75,75,0,0
449,175.55,39.47,27.7863,0,0,0,0
450,216.41,39.47,29.4972,55,55,0,0
451,246.52,43.73,20.0556,205,205,0,0
452,320.64,41.4,26.2778,0,0,0,0
453,215.94,37.67,31.0278,0,0,0,0
454,248.07,60.53,15.4139,390,390,0,0
455,172.91,70.07,3.1371,10,10,0,0
456,227.25,39.47,28.7917,0,0,0,0
457,206.38,39.47,30.2972,0,0,0,0
458,345.71,39.47,26.2556,0,0,0,0
459,185.76,46.13,28.5778,55,55,0,0
460,218.72,37.33,30.2083,0,0,0,0
461,158.05,53.8,14.5645,103,103,0,0
462,212.87,38.4,30.0389,0,0,0,0
463,334.44,41.6,26.7778,0,0,0,0
464,227.87,54.33,15.6917,35,35,0,0
465,268.5,70.4,4.975,365,365,0,0
466,340.65,39.47,26.3139,305,305,0,0
467,173.27,52.8,17.1532,0,0,0,0
468,225.5,34.07,30.025,0,0,0,0
469,350.79,39.47,26.2778,355,355,0,0
470,264.23,70.13,2.2528,10,10,0,0
471,353.31,39.47,26.2556,0,0,0,0
472,222.1,34.0,31.2333,0,0,0,0
473,156.66,53.0,16.8185,313,313,0,0
474,232.9,58.73,13.0611,5,5,0,0
475,242.6,72.53,5.6361,25,25,0,0
476,306.16,59.2,13.3667,0,0,0,0
477,313.6,41.6,26.2778,20,20,0,0
478,201.25,36.2,29.9056,0,0,0,0
479,233.52,39.47,26.1492,243,243,0,0
480,316.02,41.0,26.2556,0,0,0,0
481,259.5,69.6,4.0,400,400,0,0
482,235.33,47.87,27.775,40,40,0,0
483,347.41,39.47,26.2944,0,0,0,0
484,240.65,47.2,27.3583,0,0,0,0
485,239.05,39.47,26.121,0,0,0,0
486,255.68,54.93,15.9278,155,155,0,0
487,155.44,54.93,28.725,0,0,0,0
488,211.64,70.4,14.35,180,180,0,0
489,305.81,56.27,13.4778,0,0,0,0
490,279.61,59.4,14.1639,15,15,0,0
491,182.22,53.4,14.1613,138,138,0,0
492,176.69,52.73,24.1667,55,55,0,0
493,219.64,39.47,29.3944,0,0,0,0
494,195.73,67.73,15.2611,360,360,0,0
495,344.98,39.47,26.2778,0,0,0,0
496,160.23,51.33,29.0083,0,0,0,0
497,240.0,39.47,26.0685,8,8,0,0
498,187.98,40.8,30.6667,20,20,0,0
499,178.99,46.4,27.3389,0,0,0,0
