Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Env_Violations
303,353.61,37.33,26.2556,0,0,0,0
304,353.61,37.33,26.2556,0,0,0,55
305,353.61,37.33,26.2556,0,0,0,0
306,353.61,37.33,26.2556,0,0,0,0
307,353.61,37.33,26.2556,0,0,0,0
308,353.61,37.33,26.2556,0,0,0,50
309,353.61,37.33,26.2556,0,0,0,0
310,314.82,50.67,18.4722,0,0,0,212
311,353.61,37.33,26.2556,0,0,0,0
312,353.61,37.33,26.2556,0,0,0,0
313,353.61,37.33,26.2556,0,0,0,0
314,353.61,37.33,26.2556,0,0,0,1
315,353.61,37.33,26.2556,0,0,0,104
316,353.61,37.33,26.2556,0,0,0,0
317,292.43,50.67,21.6222,0,0,0,127
318,273.15,50.67,24.3611,0,0,0,47
319,353.61,37.33,26.2556,0,0,0,0
320,353.61,37.33,26.2556,0,0,0,233
321,353.61,37.33,26.2556,0,0,0,0
322,353.61,37.33,26.2556,0,0,0,0
323,303.15,50.67,20.1389,0,0,0,193
324,353.61,37.33,26.2556,0,0,0,0
325,304.02,50.67,19.9167,0,0,0,425
326,323.98,64.0,5.0611,0,0,0,272
327,353.61,37.33,26.2556,0,0,0,0
328,353.61,37.33,26.2556,0,0,0,0
329,302.69,50.67,20.1778,0,0,0,429
330,353.61,37.33,26.2556,0,0,0,0
331,357.11,24.0,39.3833,0,0,0,0
332,262.84,37.33,35.7111,0,0,0,101
333,317.01,37.33,30.1944,0,0,0,0
334,353.54,37.33,26.2778,0,0,0,170
335,253.9,37.33,36.6389,0,0,0,13
336,357.11,24.0,39.3833,0,0,0,0
337,357.11,24.0,39.3833,0,0,0,0
338,357.11,24.0,39.3833,0,0,0,0
339,357.11,24.0,39.3833,0,0,0,0
340,353.61,37.33,26.2556,0,0,0,0
341,353.61,37.33,26.2556,0,0,0,0
342,353.61,37.33,26.2556,0,0,0,0
343,353.61,37.33,26.2556,0,0,0,0
344,353.61,37.33,26.2556,0,0,0,0
345,353.61,37.33,26.2556,0,0,0,0
346,353.61,37.33,26.2556,0,0,0,0
347,353.61,37.33,26.2556,0,0,0,0
348,353.61,37.33,26.2556,0,0,0,0
349,257.46,37.33,36.3444,0,0,0,0
350,357.11,24.0,39.3833,0,0,0,0
351,312.86,37.33,30.6,0,0,0,1
352,243.9,37.33,37.75,0,0,0,46
353,353.6,37.33,26.2583,0,0,0,0
354,353.61,37.33,26.2556,0,0,0,0
355,353.61,37.33,26.2556,0,0,0,0
356,353.61,37.33,26.2556,0,0,0,0
357,353.61,37.33,26.2556,0,0,0,0
358,353.61,37.33,26.2556,0,0,0,0
359,353.61,37.33,26.2556,0,0,0,0
360,306.03,50.67,19.7333,0,0,0,168
361,353.61,37.33,26.2556,0,0,0,0
362,353.61,37.33,26.2556,0,0,0,0
363,331.65,50.67,16.0278,0,0,0,0
364,353.61,37.33,26.2556,0,0,0,0
365,292.1,50.67,21.6944,0,0,0,125
