Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Actual_Violations
63,279.11,74.6,0.8333,120,120,0,0
64,260.83,79.07,5.8056,395,395,0,0
65,174.89,73.67,1.2137,496,496,0,0
66,223.97,79.0,4.1583,825,825,0,0
67,313.19,74.53,1.0833,1185,1185,0,0
68,254.14,76.87,1.7639,715,715,0,0
69,291.92,67.73,2.6944,235,235,0,0
70,283.74,75.8,1.3444,755,755,0,0
71,176.18,81.0,2.6774,140,140,0,0
72,288.3,81.07,0.6944,590,590,0,0
73,276.91,77.6,1.0889,985,985,0,0
74,262.74,75.27,2.5556,500,500,0,0
75,252.5,85.2,1.1778,415,415,0,0
76,278.44,77.07,0.5722,885,885,0,0
77,186.94,77.4,2.9476,168,168,0,0
78,284.95,82.53,1.2111,945,945,0,0
79,302.47,71.73,1.7333,205,205,0,0
80,266.14,81.27,2.5194,230,230,0,0
81,245.47,83.33,3.1417,960,960,0,0
82,287.37,76.8,1.1,380,380,0,0
83,187.07,79.4,1.2581,241,241,0,0
84,251.37,74.33,0.8861,700,700,0,0
85,246.19,76.93,2.9972,380,380,0,0
86,277.3,79.67,0.7389,245,245,0,0
87,275.38,79.4,1.7806,1165,1165,0,0
88,273.87,70.8,1.7306,600,600,0,0
89,176.51,77.0,3.1048,432,432,0,0
90,262.01,82.53,1.8444,140,140,0,0
91,252.68,79.0,2.0722,170,170,0,0
92,254.0,72.0,1.3278,95,95,0,0
93,191.8,74.47,7.5222,470,470,0,0
94,309.53,72.53,0.6889,1090,1090,0,0
95,151.46,83.27,3.0726,396,396,0,0
96,256.82,75.13,4.7222,265,265,0,0
97,243.57,77.33,1.0972,615,615,0,0
98,284.32,76.8,1.5222,330,330,0,0
99,312.94,72.27,0.9028,845,845,0,0
100,265.56,68.6,3.0778,515,515,0,0
101,181.73,68.13,3.1653,344,344,0,0
102,284.38,71.53,1.9222,575,575,0,0
103,260.58,72.87,2.5111,1600,1600,0,0
104,265.76,78.27,1.7833,655,655,0,0
105,251.81,83.13,0.7333,555,555,0,0
106,271.57,73.73,1.8,820,820,0,0
107,187.03,80.8,0.6694,195,195,0,0
108,306.71,83.07,1.0611,165,165,0,0
109,293.91,73.33,1.9722,745,745,0,0
110,262.55,73.07,2.8556,310,310,0,0
111,260.73,83.13,3.3694,400,400,0,0
112,285.06,73.87,1.3833,270,270,0,0
113,179.51,79.6,2.621,285,285,0,0
114,251.99,85.33,2.8861,530,530,0,0
115,247.97,76.87,1.425,540,540,0,0
116,222.59,81.67,1.4444,310,310,0,0
117,319.4,73.13,1.5444,775,775,0,0
118,298.16,76.8,0.8056,285,285,0,0
119,189.65,78.53,3.0323,50,50,0,0
120,285.75,81.27,1.75,40,40,0,0
121,313.32,71.47,2.8056,930,930,0,0
122,255.58,81.07,2.7111,495,495,0,0
123,302.79,72.53,2.5611,245,245,0,0
124,291.75,76.47,0.5778,420,420,0,0
125,170.34,71.0,7.0887,168,168,0,0
126,298.62,82.4,1.0833,75,75,0,0
127,253.02,73.87,4.3111,435,435,0,0
128,250.69,74.33,3.5667,550,550,0,0
129,247.05,76.93,3.3083,635,635,0,0
130,235.38,80.27,1.9833,270,270,0,0
131,186.47,67.27,1.9758,654,654,0,0
132,264.98,78.07,2.0694,555,555,0,0
133,242.84,78.8,2.5972,210,210,0,0
134,313.15,78.13,0.8778,1075,1075,0,0
135,314.31,73.13,0.8972,360,360,0,0
136,301.08,75.73,0.9417,620,620,0,0
137,180.12,72.47,4.1532,647,647,0,0
138,232.66,79.6,6.1972,350,350,0,0
139,236.55,78.93,5.2056,450,450,0,0
140,306.17,76.8,1.1944,440,440,0,0
141,223.88,74.67,4.0139,305,305,0,0
142,237.68,69.93,6.0056,990,990,0,0
143,203.35,76.8,0.9274,381,381,0,0
144,280.28,77.27,0.75,1210,1210,0,0
145,218.61,83.0,2.5917,825,825,0,0
146,234.49,77.4,3.6278,470,470,0,0
147,310.9,74.67,0.8611,1045,1045,0,0
148,272.8,79.53,2.0306,515,515,0,0
149,158.6,72.53,2.1411,401,401,0,0
150,259.51,74.67,2.1722,780,780,0,0
151,298.71,72.8,1.3222,605,605,0,0
152,311.16,74.53,1.5472,640,640,0,0
153,276.82,76.87,0.7833,525,525,0,0
154,260.29,76.8,1.6278,490,490,0,0
155,166.03,75.13,2.6613,163,163,0,0
156,243.42,75.4,2.8556,615,615,0,0
157,232.19,79.67,4.0222,140,140,0,0
158,261.83,81.07,1.6111,435,435,0,0
159,301.54,78.67,0.5444,800,800,0,0
160,285.6,78.07,2.1611,345,345,0,0
161,174.29,73.33,1.4113,160,160,0,0
162,303.82,77.6,1.2833,155,155,0,0
163,230.41,76.8,4.0528,340,340,0,0
164,280.81,81.13,0.8056,280,280,0,0
165,196.35,74.47,7.1611,520,520,0,0
166,241.87,85.93,0.8611,70,70,0,0
167,178.49,76.47,1.4435,181,181,0,0
168,236.21,77.6,3.7333,400,400,0,0
169,297.28,77.4,3.2361,1040,1040,0,0
170,253.86,77.2,1.4694,455,455,0,0
171,314.1,75.27,1.0222,480,480,0,0
172,286.73,75.87,2.4722,320,320,0,0
173,181.38,72.27,5.9839,263,263,0,0
174,276.91,73.73,1.1028,1015,1015,0,0
175,249.83,79.07,3.3694,220,220,0,0
176,275.05,74.67,1.5278,300,300,0,0
177,290.28,75.8,3.1417,820,820,0,0
178,248.09,71.8,2.6417,460,460,0,0
179,155.36,77.27,0.8306,536,536,0,0
180,267.77,74.67,2.4417,1105,1105,0,0
181,291.58,79.13,1.7806,745,745,0,0
182,241.93,74.53,5.6083,305,305,0,0
183,263.89,73.13,4.925,205,205,0,0
184,269.91,81.13,1.3583,250,250,0,0
185,158.31,73.2,2.9677,368,368,0,0
186,268.55,74.87,1.7972,910,910,0,0
187,247.05,76.6,2.3056,255,255,0,0
188,275.54,74.4,2.2306,200,200,0,0
189,269.64,79.4,3.95,430,430,0,0
190,289.26,78.87,2.0111,400,400,0,0
191,174.68,78.93,1.5242,431,431,0,0
192,226.35,69.4,4.525,345,345,0,0
193,256.1,77.87,2.4278,750,750,0,0
194,253.43,75.47,4.0139,315,315,0,0
195,276.07,67.73,2.4889,220,220,0,0
196,306.68,78.8,0.9556,1155,1155,0,0
197,193.59,74.53,4.371,486,486,0,0
198,296.82,72.8,3.4361,475,475,0,0
199,260.09,72.53,4.5389,50,50,0,0
200,297.07,72.53,3.8611,725,725,0,0
201,285.89,76.0,1.0472,270,270,0,0
202,262.18,78.8,0.8056,45,45,0,0
203,200.12,75.47,1.9194,65,65,0,0
204,270.04,73.13,1.9667,530,530,0,0
205,243.22,75.33,6.05,230,230,0,0
206,279.19,76.8,1.5333,250,250,0,0
207,233.5,79.47,2.3278,720,720,0,0
208,240.96,76.6,2.1444,845,845,0,0
209,158.21,70.93,1.2097,389,389,0,0
210,274.96,74.6,3.8472,555,555,0,0
211,263.5,78.73,3.2611,865,865,0,0
212,278.29,86.67,1.4722,510,510,0,0
213,296.03,79.53,1.1361,870,870,0,0
214,189.8,75.27,6.9944,145,145,0,0
215,173.14,72.67,3.6855,432,432,0,0
216,280.24,73.73,1.0722,365,365,0,0
217,297.4,74.67,1.55,415,415,0,0
218,295.59,71.73,0.55,375,375,0,0
219,278.14,72.8,1.9056,1210,1210,0,0
220,260.72,73.33,1.5889,485,485,0,0
221,191.49,73.2,2.3226,183,183,0,0
222,282.13,72.53,1.4861,665,665,0,0
223,272.97,74.0,1.9389,575,575,0,0
224,225.94,72.4,3.7139,390,390,0,0
225,302.79,70.67,1.1,915,915,0,0
226,287.54,75.73,1.6778,260,260,0,0
227,175.67,72.93,4.0,402,402,0,0
228,248.41,74.67,2.8083,210,210,0,0
229,212.91,75.93,5.6278,525,525,0,0
230,233.93,75.2,2.7889,815,815,0,0
231,253.61,78.93,1.6639,200,200,0,0
232,211.91,80.2,5.5194,335,335,0,0
233,193.61,76.67,0.7419,80,80,0,0
234,257.08,77.4,1.5889,260,260,0,0
235,254.22,73.87,2.5528,800,800,0,0
236,270.76,59.53,8.4611,25,25,0,0
237,262.04,74.07,3.5333,395,395,0,0
238,272.6,71.13,2.0556,475,475,0,0
239,193.45,70.6,2.9718,256,256,0,0
240,227.27,61.93,8.8194,135,135,0,0
241,294.35,76.8,0.6222,475,475,0,0
242,257.96,73.87,4.6972,245,245,0,0
243,212.32,72.93,4.1611,320,320,0,0
244,229.68,66.13,2.5806,1145,1145,0,0
245,132.59,72.47,6.0444,431,431,0,0
246,228.53,60.67,9.9111,115,115,0,0
247,249.7,78.07,1.2,175,175,0,0
248,296.42,72.53,0.8083,1255,1255,0,0
249,302.07,72.33,2.3444,245,245,0,0
250,275.52,76.93,2.7083,845,845,0,0
251,162.48,73.27,6.7298,541,541,0,0
252,290.16,70.07,2.4083,850,850,0,0
253,243.29,75.47,1.9611,485,485,0,0
254,332.38,68.27,2.6556,75,75,0,0
255,239.81,75.4,1.7944,420,420,0,0
256,209.91,76.27,2.9361,445,445,0,0
257,172.87,75.2,2.9032,392,392,0,0
258,238.31,73.13,1.8194,1005,1005,0,0
259,272.06,58.4,12.65,195,195,0,0
260,220.28,75.2,6.1833,360,360,0,0
261,233.88,76.87,3.4472,205,205,0,0
262,275.74,64.07,4.9278,425,425,0,0
263,160.68,66.53,7.3387,123,123,0,0
264,249.27,73.2,2.6056,590,590,0,0
265,264.04,77.4,5.6056,685,685,0,0
266,240.18,77.0,2.6111,420,420,0,0
267,311.82,65.33,4.6944,5,5,0,0
268,221.27,74.6,2.8444,340,340,0,0
269,211.06,65.93,3.5403,306,306,0,0
270,255.66,74.67,7.1778,375,375,0,0
271,235.61,76.6,2.275,780,780,0,0
272,313.28,69.47,1.9444,330,330,0,0
273,234.09,74.8,4.8778,595,595,0,0
274,309.43,67.13,3.0639,900,900,0,0
275,196.26,70.4,4.4677,35,35,0,0
276,295.68,71.0,1.2306,40,40,0,0
277,242.31,72.53,2.5944,670,670,0,0
278,177.98,73.6,5.2139,300,300,0,0
279,262.99,68.87,2.8028,165,165,0,0
280,227.73,78.53,4.8028,430,430,0,0
281,186.71,69.27,4.6774,359,359,0,0
282,220.12,71.73,12.0889,170,170,0,0
283,227.52,72.07,2.2444,545,545,0,0
284,276.99,74.67,5.2722,500,500,0,0
285,203.67,73.87,7.1361,100,100,0,0
286,306.19,68.4,2.75,670,670,0,0
287,144.51,76.2,8.3145,248,248,0,0
288,180.7,70.2,10.9694,90,90,0,0
289,296.17,73.87,0.6389,695,695,0,0
290,200.81,72.73,7.5278,350,350,0,0
291,344.06,66.13,1.3222,0,0,0,0
292,282.4,72.53,1.8944,525,525,0,0
293,211.4,68.27,4.1532,168,168,0,0
294,209.46,70.4,8.3389,45,45,0,0
295,350.59,50.67,13.3639,710,710,0,0
296,261.35,67.27,6.4889,130,130,0,0
297,286.13,64.6,11.2389,1005,1005,0,0
298,228.54,71.07,2.9639,130,130,0,0
299,142.74,64.93,14.3508,218,218,0,0
300,315.91,65.47,3.6861,0,0,0,0
301,287.52,69.67,4.2444,15,15,0,0
302,282.33,71.6,8.375,20,20,0,0
303,201.88,67.53,7.65,495,495,0,0
304,270.85,75.33,3.4583,765,765,0,0
305,229.39,70.4,0.9113,10,10,0,0
306,240.39,76.6,1.7111,435,435,0,0
307,270.37,64.6,8.475,740,740,0,0
308,254.51,71.13,2.6,1290,1290,0,0
309,231.78,74.87,4.2083,610,610,0,0
310,160.12,75.93,6.1889,210,210,0,0
311,175.46,69.6,5.4919,228,228,0,0
312,261.8,71.0,2.5833,830,830,0,0
313,277.43,72.4,2.3944,60,60,0,0
314,296.98,65.2,9.8278,95,95,0,0
315,270.86,76.8,0.8,100,100,0,0
316,259.97,64.0,5.1861,0,0,0,0
317,186.31,61.47,5.0565,243,243,0,0
318,162.82,52.67,28.025,145,145,0,0
319,351.92,50.67,13.25,0,0,0,0
320,212.23,59.07,17.2,210,210,0,0
321,238.65,63.6,6.3167,510,510,0,0
322,230.18,64.07,12.8111,395,395,0,0
323,177.1,67.47,4.2702,494,494,0,0
324,220.87,52.8,16.55,0,0,0,0
325,351.82,50.67,13.2917,355,355,0,0
326,204.85,66.13,10.5472,230,230,0,0
327,239.95,72.53,12.4278,100,100,0,0
328,256.36,71.07,5.5,640,640,0,0
329,188.21,57.6,9.3185,248,248,0,0
330,254.83,64.0,4.4861,5,5,0,0
331,218.85,70.87,9.1861,155,155,0,0
332,219.76,54.93,18.8472,110,110,0,0
333,284.24,57.07,13.4694,95,95,0,0
334,205.88,64.27,13.6972,185,185,0,0
335,154.32,44.87,22.6411,133,133,0,0
336,281.32,72.53,4.6556,415,415,0,0
337,308.78,66.13,3.8056,110,110,0,0
338,314.28,50.67,14.4639,355,355,0,0
339,291.67,68.87,3.6083,695,695,0,0
340,237.44,76.93,6.6639,525,525,0,0
341,177.47,68.27,7.0605,248,248,0,0
342,297.27,64.87,6.2167,490,490,0,0
343,285.01,68.27,8.2222,695,695,0,0
344,273.25,66.53,3.9361,365,365,0,0
345,278.69,76.0,3.1194,1070,1070,0,0
346,253.68,77.0,2.4056,50,50,0,0
347,205.88,50.67,15.5121,5,5,0,0
348,321.8,64.0,4.3472,345,345,0,0
349,261.44,52.8,10.6278,5,5,0,0
350,266.12,45.27,16.6194,550,550,0,0
351,346.75,37.33,26.2778,0,0,0,0
352,212.79,51.33,18.2778,20,20,0,0
353,196.13,52.8,18.8065,0,0,0,0
354,217.44,63.8,14.3639,155,155,0,0
355,349.44,50.67,13.3611,355,355,0,0
356,279.68,44.33,16.5139,0,0,0,0
357,352.24,50.67,13.2556,0,0,0,0
358,243.12,75.93,3.9611,65,65,0,0
359,146.18,36.67,31.496,0,0,0,0
360,345.16,52.8,13.9389,625,625,0,0
361,212.77,64.0,13.4139,0,0,0,0
362,331.64,64.0,1.0583,0,0,0,0
363,228.97,66.13,17.8167,260,260,0,0
364,192.89,69.8,11.2944,20,20,0,0
365,180.02,48.2,15.1613,301,301,0,0
366,160.89,48.67,30.5028,15,15,0,0
367,228.32,67.33,11.1667,235,235,0,0
368,289.69,64.0,4.5139,665,665,0,0
369,335.49,50.67,13.625,5,5,0,0
370,245.46,50.27,15.825,5,5,0,0
371,157.3,55.33,9.9879,353,353,0,0
372,221.27,52.8,17.5361,220,220,0,0
373,321.41,50.67,17.3278,235,235,0,0
374,302.31,52.6,16.2278,170,170,0,0
375,197.96,57.67,17.7694,230,230,0,0
376,291.77,53.4,13.6417,240,240,0,0
377,219.32,37.33,26.996,10,10,0,0
378,246.1,48.4,16.3639,355,355,0,0
379,200.29,54.93,20.1694,10,10,0,0
380,244.33,49.53,19.1917,0,0,0,0
381,343.25,37.33,26.2778,0,0,0,0
382,272.78,43.2,17.1611,355,355,0,0
383,209.35,55.53,13.6452,50,50,0,0
384,255.99,52.8,23.5222,150,150,0,0
385,353.81,37.33,26.3778,0,0,0,0
386,289.52,56.13,13.6306,255,255,0,0
387,214.28,55.27,15.5639,355,355,0,0
388,349.1,37.33,26.4556,0,0,0,0
389,232.83,48.27,16.4839,0,0,0,0
390,276.73,57.07,14.7,0,0,0,0
391,339.74,37.33,27.1472,0,0,0,0
392,307.47,52.53,15.6222,640,640,0,0
393,298.08,55.33,14.4889,180,180,0,0
394,234.26,52.8,15.2611,0,0,0,0
395,162.56,49.53,17.6532,0,0,0,0
396,354.99,37.33,26.2556,0,0,0,0
397,327.81,52.8,11.1222,290,290,0,0
398,275.32,70.87,0.7056,660,660,0,0
399,199.6,37.33,30.1889,25,25,0,0
400,345.59,50.67,13.8444,0,0,0,0
401,151.89,54.2,16.6089,78,78,0,0
402,217.89,70.2,6.6694,460,460,0,0
403,351.4,37.33,26.5278,0,0,0,0
404,241.07,48.67,17.4778,0,0,0,0
405,286.37,52.8,15.9361,0,0,0,0
406,210.23,37.33,29.8389,0,0,0,0
407,196.28,39.47,20.4476,18,18,0,0
408,218.47,38.53,26.8611,115,115,0,0
409,281.76,50.67,15.3361,0,0,0,0
410,262.27,50.67,16.8417,510,510,0,0
411,352.56,37.33,26.2611,0,0,0,0
412,352.94,50.67,13.25,0,0,0,0
413,177.51,37.33,27.879,113,113,0,0
414,338.61,37.33,26.7333,340,340,0,0
415,348.55,37.33,26.4167,0,0,0,0
416,234.19,54.93,18.1472,225,225,0,0
417,354.99,37.33,26.2556,0,0,0,0
418,353.57,37.33,26.3778,0,0,0,0
419,147.45,37.33,29.621,0,0,0,0
420,326.67,51.27,15.1944,320,320,0,0
421,262.48,50.67,15.8222,0,0,0,0
422,296.6,50.67,13.7972,465,465,0,0
423,352.58,50.67,13.3,355,355,0,0
424,305.03,50.67,14.7111,5,5,0,0
425,166.11,51.87,17.9113,0,0,0,0
426,299.61,53.4,13.6722,340,340,0,0
427,354.99,37.33,26.2556,0,0,0,0
428,254.48,68.27,7.5389,275,275,0,0
429,350.49,37.33,26.2556,0,0,0,0
430,349.71,66.13,0.4722,345,345,0,0
431,144.86,37.33,30.7218,0,0,0,0
432,354.99,37.33,26.2556,0,0,0,0
433,354.99,37.33,26.2556,0,0,0,0
434,348.2,37.33,26.2667,0,0,0,0
435,330.25,56.27,13.2167,275,275,0,0
436,240.95,70.4,7.0306,10,10,0,0
437,198.63,53.4,15.9556,130,130,0,0
438,254.25,47.07,16.2,355,355,0,0
439,352.84,37.33,26.3778,350,350,0,0
440,342.47,50.67,13.8556,340,340,0,0
441,315.35,54.93,6.4611,570,570,0,0
442,351.05,52.8,13.2194,0,0,0,0
443,198.77,39.47,16.9274,208,208,0,0
444,323.93,57.67,6.9889,570,570,0,0
445,348.17,66.13,0.6556,0,0,0,0
446,347.91,37.33,26.4889,5,5,0,0
447,321.09,66.13,2.8583,10,10,0,0
448,344.37,37.33,26.3722,5,5,0,0
449,219.72,52.8,13.8065,554,554,0,0
450,343.82,50.67,13.3417,0,0,0,0
451,347.72,64.0,0.85,5,5,0,0
452,349.95,37.33,26.2778,350,350,0,0
453,336.23,54.93,13.2167,125,125,0,0
454,347.57,50.67,14.0056,350,350,0,0
455,236.74,52.8,13.1613,0,0,0,0
456,349.94,50.67,13.6722,5,5,0,0
457,285.56,54.93,15.9889,5,5,0,0
458,274.64,63.47,2.2778,590,590,0,0
459,286.19,64.0,6.7722,250,250,0,0
460,301.83,52.93,14.4111,595,595,0,0
461,236.74,50.67,13.754,0,0,0,0
462,352.84,37.33,26.3778,0,0,0,0
463,336.62,50.67,13.4417,355,355,0,0
464,349.09,50.67,13.3,0,0,0,0
465,345.64,64.0,0.5278,695,695,0,0
466,263.2,68.27,3.7389,10,10,0,0
467,226.61,66.13,3.0645,451,451,0,0
468,241.49,65.2,7.7361,275,275,0,0
469,278.57,72.53,2.5694,465,465,0,0
470,305.6,66.0,5.8972,570,570,0,0
471,304.5,66.13,7.9167,130,130,0,0
472,330.46,51.47,10.2056,520,520,0,0
473,239.51,52.73,13.1653,238,238,0,0
474,348.07,50.67,13.2167,350,350,0,0
475,352.87,45.4,13.2889,345,345,0,0
476,300.71,72.53,2.05,575,575,0,0
477,343.15,54.93,13.2917,0,0,0,0
478,279.67,54.93,15.8778,90,90,0,0
479,214.24,37.93,16.4637,0,0,0,0
480,354.99,37.33,26.2556,330,330,0,0
481,284.72,52.67,22.5667,0,0,0,0
482,321.92,75.73,0.5111,270,270,0,0
483,347.59,63.53,0.9167,0,0,0,0
484,325.5,66.13,2.6556,725,725,0,0
485,241.6,37.33,26.0685,0,0,0,0
486,354.99,37.33,26.2556,5,5,0,0
487,353.09,50.67,13.2278,0,0,0,0
488,253.64,44.93,18.6278,335,335,0,0
489,301.93,66.13,8.3889,500,500,0,0
490,351.3,52.8,13.25,0,0,0,0
491,188.74,59.07,9.4758,140,140,0,0
492,228.84,57.6,15.6278,50,50,0,0
493,344.07,50.67,13.5889,345,345,0,0
494,294.37,73.2,4.3472,110,110,0,0
495,313.6,66.0,4.0833,335,335,0,0
496,352.84,37.33,26.3778,0,0,0,0
497,237.43,50.67,13.9113,228,228,0,0
498,237.12,53.33,13.05,20,20,0,0
499,354.64,37.33,26.2556,0,0,0,0
