Episode,Avg_Waiting_Time,Avg_Queue_Length,Avg_Throughput,Violations
0,228.21945137157107,67.53333333333333,0.5888888888888889,0
1,205.53141361256544,69.4,0.26944444444444443,0
2,199.04992076069732,69.33333333333333,1.0722222222222222,0
3,313.49045801526717,68.26666666666667,0.05277777777777778,0
4,179.90529010238907,67.46666666666667,0.48055555555555557,0
5,292.82804503582395,64.33333333333333,0.025,0
6,242.03826955074877,72.66666666666667,0.7972222222222223,0
7,253.39197812215133,65.6,2.425,0
8,269.27298578199054,67.46666666666667,0.225,0
9,274.1329365079365,66.93333333333334,0.0,0
10,230.47841726618705,71.33333333333333,0.23055555555555557,0
11,284.8785228377065,67.33333333333333,0.09444444444444444,0
12,184.1090448013525,71.6,0.575,0
13,200.42677448337827,67.8,0.4361111111111111,0
14,285.04129263913825,69.93333333333334,0.15,0
15,246.4635818337618,71.6,0.25,0
16,302.17208814270725,62.46666666666667,0.0,0
17,275.89023162134947,65.26666666666667,0.0,0
18,328.6011049723757,60.0,0.0,0
19,311.460824742268,64.53333333333333,0.0,0
20,333.8103448275862,61.86666666666667,0.0,0
21,350.59791666666666,64.0,0.0,0
22,334.14994487320837,60.333333333333336,0.002777777777777778,0
23,266.11211211211213,66.13333333333334,0.0,0
24,252.62378167641324,67.46666666666667,0.0,0
25,318.03131313131314,65.8,0.0,0
26,248.69417475728156,68.2,0.025,0
27,285.0857681432611,70.06666666666666,0.10277777777777777,0
28,296.5282051282051,63.93333333333333,0.0,0
29,261.3238270469181,70.2,0.36944444444444446,0
30,231.207381370826,71.73333333333333,3.7944444444444443,0
31,291.57730116175156,73.06666666666666,0.12777777777777777,0
32,315.56639839034204,65.2,0.05,0
33,297.84593023255815,68.4,0.0,0
34,324.33496571988246,67.93333333333334,0.0,0
35,272.3747300215983,61.666666666666664,0.0,0
36,336.54525862068965,61.86666666666667,0.0,0
37,335.15911602209945,60.333333333333336,2.716666666666667,0
38,345.7570680628272,63.666666666666664,0.0,0
39,304.9054441260745,68.86666666666666,0.0,0
40,303.6519052523172,61.6,0.18055555555555555,0
41,255.84366576819406,73.8,2.3361111111111112,0
42,325.68275030156815,54.13333333333333,0.025,0
43,273.3600360036004,73.66666666666667,4.283333333333333,0
44,303.19698397737983,69.6,0.09444444444444444,0
45,307.794208893485,64.4,0.0,0
46,267.12250996015933,66.73333333333333,0.12222222222222222,0
47,309.9385245901639,65.0,0.5666666666666667,0
48,287.0800395256917,67.33333333333333,0.022222222222222223,0
49,318.0843621399177,64.66666666666667,0.0,0
