scores_mean,scores_std,scores_min,scores_max,scores_file,Algorithm
3591.323094319907,265.1847184993162,1858.666666666726,4453.371808625841,ddpg_lirl_pi_all_scores_20250912_063416.npy,lirl
587.6522588343278,291.2385752573443,-328.8956283293461,1493.0797014470393,hppo_scores_20250909_123154.npy,hppo
2335.425510617905,835.9056771672673,-226.16494663347504,3803.9995169453064,pdqn_scores_20250916_042943.npy,pdqn
