Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Actual_Violations
47,151.87,72.2,1.8911,1076,1076,0,0
48,182.66,76.47,2.7833,1360,1360,0,0
49,217.34,79.0,0.8639,1865,1865,0,0
50,205.61,77.2,2.8,1605,1605,0,0
51,259.38,71.27,1.8722,1445,1445,0,0
52,242.17,72.67,1.75,2115,2115,0,0
53,144.83,72.07,7.5363,870,870,0,0
54,187.84,80.47,1.6472,1065,1065,0,0
55,205.4,76.8,0.8444,2080,2080,0,0
56,189.44,71.4,2.2667,1260,1260,0,0
57,289.51,81.8,0.9861,1555,1555,0,0
58,254.8,81.4,1.1778,2105,2105,0,0
59,178.49,73.87,2.7903,975,975,0,0
60,204.75,74.93,2.1639,1400,1400,0,0
61,258.03,71.87,6.2306,1300,1300,0,0
62,192.86,82.8,0.875,1395,1395,0,0
63,234.17,76.0,1.1528,1325,1325,0,0
64,219.69,81.8,2.3222,1750,1750,0,0
65,160.89,73.6,1.7016,1084,1084,0,0
66,226.12,82.53,1.6167,695,695,0,0
67,175.02,70.93,7.3306,1345,1345,0,0
68,257.58,73.4,1.5833,970,970,0,0
69,206.5,73.07,1.4472,1695,1695,0,0
70,190.18,75.0,1.5833,1385,1385,0,0
71,166.94,78.13,1.8185,1087,1087,0,0
72,209.61,80.53,2.8944,1585,1585,0,0
73,201.6,75.8,0.9472,1215,1215,0,0
74,177.55,85.53,2.5056,955,955,0,0
75,217.77,78.73,1.2583,1085,1085,0,0
76,264.09,75.87,0.8917,2095,2095,0,0
77,183.45,74.07,1.7863,780,780,0,0
78,208.32,74.8,2.4917,2020,2020,0,0
79,225.76,79.73,2.1778,1285,1285,0,0
80,245.24,71.93,1.3694,1330,1330,0,0
81,240.96,73.8,0.9694,1225,1225,0,0
82,215.59,78.4,1.0306,1820,1820,0,0
83,166.63,69.2,1.375,1186,1186,0,0
84,253.94,77.2,2.475,2275,2275,0,0
85,286.84,79.8,0.5389,1800,1800,0,0
86,237.69,74.67,1.0639,1525,1525,0,0
87,251.43,70.07,1.8139,795,795,0,0
88,190.41,78.6,2.8778,1420,1420,0,0
89,140.41,78.73,1.2258,919,919,0,0
90,260.11,73.6,0.8806,1365,1365,0,0
91,182.32,77.4,1.2667,1875,1875,0,0
92,282.98,75.8,0.9833,1505,1505,0,0
93,214.67,82.2,0.975,2240,2240,0,0
94,212.95,69.33,1.5806,1160,1160,0,0
95,154.55,66.6,6.246,923,923,0,0
96,211.24,77.93,1.2778,1000,1000,0,0
97,190.81,80.4,2.1528,815,815,0,0
98,186.26,82.13,1.1333,1250,1250,0,0
99,178.36,75.53,1.6028,1905,1905,0,0
100,199.57,79.47,2.5806,2135,2135,0,0
101,107.83,77.07,3.0565,884,884,0,0
102,216.49,81.0,1.9972,1355,1355,0,0
103,220.82,76.4,1.1056,1925,1925,0,0
104,217.03,81.4,1.2667,1875,1875,0,0
105,171.73,74.6,2.3389,1150,1150,0,0
106,229.64,77.27,1.1056,1480,1480,0,0
107,153.56,68.87,2.8589,1062,1062,0,0
108,173.62,70.13,4.2694,925,925,0,0
109,226.67,73.87,1.2806,1775,1775,0,0
110,221.22,74.47,1.0694,2190,2190,0,0
111,219.34,81.0,1.9278,915,915,0,0
112,181.92,79.2,2.1667,1250,1250,0,0
113,120.26,75.13,3.9556,992,992,0,0
114,268.6,73.73,0.9056,1335,1335,0,0
115,211.37,73.07,1.3083,1300,1300,0,0
116,227.63,69.07,2.4528,2165,2165,0,0
117,265.1,78.53,0.9167,2335,2335,0,0
118,214.66,81.33,1.6139,1605,1605,0,0
119,171.52,77.53,1.5645,550,550,0,0
120,255.61,75.53,2.1972,1770,1770,0,0
121,245.4,77.2,0.675,1945,1945,0,0
122,208.6,75.07,1.6028,1775,1775,0,0
123,190.09,72.0,2.3583,1795,1795,0,0
124,212.76,76.0,1.4806,1840,1840,0,0
125,175.16,74.93,1.7339,1349,1349,0,0
126,250.17,78.47,0.9139,1250,1250,0,0
127,214.99,81.93,0.9583,735,735,0,0
128,251.16,75.33,0.6889,2155,2155,0,0
129,237.69,77.0,2.2417,1220,1220,0,0
130,262.4,79.53,1.2444,1500,1500,0,0
131,176.35,72.8,1.2984,815,815,0,0
132,243.05,69.93,2.7028,1280,1280,0,0
133,239.02,73.47,2.4222,1125,1125,0,0
134,269.14,77.2,1.5861,1255,1255,0,0
135,223.61,79.13,8.1917,670,670,0,0
136,226.07,79.2,1.575,1460,1460,0,0
137,188.01,75.67,0.6815,1288,1288,0,0
138,237.95,78.2,3.3444,1040,1040,0,0
139,263.05,78.33,0.6194,1425,1425,0,0
140,247.18,72.27,2.1361,2020,2020,0,0
141,264.22,76.93,2.4139,1660,1660,0,0
142,305.12,70.27,0.4667,1515,1515,0,0
143,168.76,75.8,1.3226,1202,1202,0,0
144,313.52,72.67,0.4917,2100,2100,0,0
145,241.85,75.73,2.025,1285,1285,0,0
146,272.63,70.8,3.0611,960,960,0,0
147,269.05,73.33,2.1556,1465,1465,0,0
148,225.83,77.93,2.4667,1530,1530,0,0
149,153.95,77.4,4.0847,1038,1038,0,0
150,300.4,76.47,0.8889,1170,1170,0,0
151,277.6,76.2,6.2556,685,685,0,0
152,314.59,70.07,1.9444,1115,1115,0,0
153,279.56,77.67,0.9806,1170,1170,0,0
154,202.8,77.8,2.5333,1425,1425,0,0
155,177.77,73.67,1.4194,1238,1238,0,0
156,279.45,68.0,0.9972,1645,1645,0,0
157,263.54,69.93,5.5278,1335,1335,0,0
158,274.35,72.73,2.7028,1140,1140,0,0
159,299.2,67.13,1.925,1905,1905,0,0
160,290.73,72.07,1.5083,1235,1235,0,0
161,165.93,71.53,4.5363,930,930,0,0
162,300.91,70.07,1.1222,1545,1545,0,0
163,274.97,75.27,1.9083,1330,1330,0,0
164,241.44,75.93,3.7194,1455,1455,0,0
165,257.9,72.93,2.8972,780,780,0,0
166,286.44,72.6,2.1528,1805,1805,0,0
167,203.33,73.8,1.9194,812,812,0,0
168,283.03,76.27,1.6472,490,490,0,0
169,304.61,72.87,2.8556,1710,1710,0,0
170,291.08,70.0,2.2333,355,355,0,0
171,265.0,75.27,1.3833,545,545,0,0
172,271.18,77.87,2.4861,1735,1735,0,0
173,157.26,68.67,3.2298,887,887,0,0
174,287.77,69.53,1.1944,640,640,0,0
175,245.94,70.0,0.9444,1280,1280,0,0
176,292.35,73.8,1.8667,1225,1225,0,0
177,293.92,73.87,1.7861,1120,1120,0,0
178,266.81,72.53,1.5167,1750,1750,0,0
179,193.93,67.8,1.7581,1140,1140,0,0
180,289.4,72.73,0.7583,920,920,0,0
181,287.74,59.0,7.1417,1050,1050,0,0
182,205.02,72.47,2.175,705,705,0,0
183,257.49,73.73,1.0333,1525,1525,0,0
184,279.29,73.27,1.25,1805,1805,0,0
185,179.22,73.4,1.3024,1234,1234,0,0
186,303.79,73.2,0.7861,1385,1385,0,0
187,274.51,72.93,0.6167,1330,1330,0,0
188,248.36,74.53,3.1056,950,950,0,0
189,300.59,69.8,1.6417,555,555,0,0
190,244.55,70.8,2.8556,495,495,0,0
191,217.08,74.07,0.6653,1298,1298,0,0
192,254.17,68.27,2.7861,980,980,0,0
193,298.74,73.13,1.9444,1040,1040,0,0
194,332.1,73.4,0.3722,885,885,0,0
195,317.5,67.53,1.6194,2005,2005,0,0
196,272.47,72.2,4.2833,690,690,0,0
197,212.54,69.33,1.7782,571,571,0,0
198,314.65,70.47,1.9639,1640,1640,0,0
199,299.83,68.6,1.8,2305,2305,0,0
200,295.65,75.33,1.2111,720,720,0,0
201,272.36,86.2,3.6333,640,640,0,0
202,267.58,72.2,1.1611,1430,1430,0,0
203,211.46,71.2,3.629,584,584,0,0
204,296.33,76.33,1.2056,1830,1830,0,0
205,285.83,69.2,2.5306,1050,1050,0,0
206,289.07,68.67,1.0389,1235,1235,0,0
207,275.96,69.87,1.8361,1540,1540,0,0
208,284.76,76.13,1.0417,1410,1410,0,0
209,174.52,70.2,2.2258,964,964,0,0
210,317.48,73.87,0.475,1820,1820,0,0
211,254.54,69.4,2.3167,1465,1465,0,0
212,244.87,68.07,2.0417,715,715,0,0
213,299.39,76.33,0.4861,2295,2295,0,0
214,335.68,67.93,1.8444,1830,1830,0,0
215,168.81,70.53,2.3306,966,966,0,0
216,218.03,73.47,4.1722,925,925,0,0
217,290.47,69.47,0.9472,1535,1535,0,0
218,314.19,70.4,0.575,710,710,0,0
219,248.0,74.6,1.6972,1400,1400,0,0
220,290.78,73.27,0.9639,1850,1850,0,0
221,182.12,72.8,2.8347,476,476,0,0
222,318.87,72.47,0.9444,1650,1650,0,0
223,279.34,67.0,2.5833,1000,1000,0,0
224,317.75,73.73,1.8389,1000,1000,0,0
225,276.88,70.07,2.0833,1820,1820,0,0
226,283.7,75.87,1.2333,1590,1590,0,0
227,198.14,68.2,1.3669,1423,1423,0,0
228,309.15,66.8,2.5667,1395,1395,0,0
229,315.82,73.53,0.9444,490,490,0,0
230,311.46,69.0,0.4944,785,785,0,0
231,230.38,66.93,7.7,1665,1665,0,0
232,272.56,80.47,1.0361,1895,1895,0,0
233,187.19,69.2,1.4073,554,554,0,0
234,322.91,68.87,1.2,1845,1845,0,0
235,317.77,70.13,0.5111,965,965,0,0
236,267.49,69.6,2.1056,690,690,0,0
237,316.86,69.2,1.225,2210,2210,0,0
238,324.59,72.07,0.4389,1430,1430,0,0
239,207.06,73.13,1.2379,734,734,0,0
240,332.42,69.0,0.4361,1610,1610,0,0
241,282.24,64.0,2.2056,835,835,0,0
242,326.94,69.07,0.4611,1525,1525,0,0
243,304.54,75.4,1.0333,1050,1050,0,0
244,287.25,67.2,2.7139,1400,1400,0,0
245,208.82,68.0,1.3387,1168,1168,0,0
246,272.97,67.47,5.0889,1400,1400,0,0
247,282.07,71.2,7.3861,1355,1355,0,0
248,302.39,70.07,0.8722,2040,2040,0,0
249,261.53,70.67,2.1722,1505,1505,0,0
250,254.03,69.67,2.3861,935,935,0,0
251,180.67,76.07,2.375,730,730,0,0
252,322.71,59.8,3.0472,665,665,0,0
253,225.0,69.53,4.8778,1265,1265,0,0
254,317.48,67.53,1.2917,1965,1965,0,0
255,312.41,70.07,1.5889,2150,2150,0,0
256,347.22,71.0,0.4,815,815,0,0
257,150.52,69.73,5.0484,135,135,0,0
258,227.53,67.73,3.3972,745,745,0,0
259,214.24,68.53,3.9361,575,575,0,0
260,333.31,71.6,1.4056,1005,1005,0,0
261,339.29,65.87,0.9667,1140,1140,0,0
262,306.48,71.0,0.5361,1095,1095,0,0
263,163.11,71.8,3.6129,992,992,0,0
264,347.64,62.47,0.4944,985,985,0,0
265,293.87,67.33,1.5278,695,695,0,0
266,294.19,67.2,3.4056,1885,1885,0,0
267,309.86,71.0,0.9028,125,125,0,0
268,312.45,66.87,3.05,1225,1225,0,0
269,157.43,68.8,1.7944,1057,1057,0,0
270,320.51,70.27,0.9917,780,780,0,0
271,306.84,71.0,3.7111,740,740,0,0
272,306.9,69.73,2.8167,1090,1090,0,0
273,268.03,71.13,3.9194,1020,1020,0,0
274,266.59,71.07,3.8056,840,840,0,0
275,228.72,47.6,7.7823,581,581,0,0
276,309.54,73.73,0.4944,540,540,0,0
277,264.45,66.27,3.55,1025,1025,0,0
278,254.95,72.07,1.025,370,370,0,0
279,313.65,72.2,0.7778,475,475,0,0
280,314.35,57.8,8.0278,875,875,0,0
281,143.28,67.93,2.8952,669,669,0,0
282,221.58,67.33,2.0167,1160,1160,0,0
283,312.19,67.33,0.7222,945,945,0,0
284,272.6,64.0,5.7472,1295,1295,0,0
285,273.96,63.87,2.1111,1050,1050,0,0
286,324.14,69.47,1.0611,730,730,0,0
287,215.06,74.47,0.5605,894,894,0,0
288,292.67,69.13,1.5,855,855,0,0
289,347.22,50.67,13.8444,395,395,0,0
290,262.97,68.27,7.9556,210,210,0,0
291,284.85,68.87,1.5694,440,440,0,0
292,299.17,68.4,2.6333,480,480,0,0
293,186.47,70.8,1.9153,694,694,0,0
294,275.21,70.4,6.75,555,555,0,0
295,274.06,70.07,1.1028,1290,1290,0,0
296,195.59,62.6,4.4083,625,625,0,0
297,331.47,67.93,0.4722,1875,1875,0,0
298,345.58,52.8,13.7722,435,435,0,0
299,202.42,68.87,1.3629,922,922,0,0
300,251.71,52.8,14.05,940,940,0,0
301,294.51,52.8,13.4306,685,685,0,0
302,257.28,71.07,1.0889,1105,1105,0,0
303,275.51,68.07,8.2556,945,945,0,0
304,313.75,75.4,1.0833,1900,1900,0,0
305,201.84,72.27,3.1532,411,411,0,0
306,287.0,52.13,14.7944,590,590,0,0
307,280.47,67.33,1.375,915,915,0,0
308,285.15,61.0,8.4806,925,925,0,0
309,339.23,54.93,13.3444,190,190,0,0
310,255.91,69.13,1.4167,605,605,0,0
311,193.98,57.73,13.5242,504,504,0,0
312,294.5,64.67,1.9972,620,620,0,0
313,351.16,54.93,13.2167,550,550,0,0
314,212.91,65.07,2.5972,820,820,0,0
315,248.78,50.0,14.2778,1325,1325,0,0
316,226.73,53.53,14.1917,270,270,0,0
317,223.74,64.67,2.8145,967,967,0,0
318,217.33,52.6,3.3389,810,810,0,0
319,258.32,68.73,7.4472,900,900,0,0
320,183.77,53.6,16.6222,1035,1035,0,0
321,248.97,68.8,2.5833,1220,1220,0,0
322,343.83,51.87,13.2167,1175,1175,0,0
323,187.95,69.47,1.375,624,624,0,0
324,329.19,53.4,13.8278,550,550,0,0
325,190.73,51.73,15.5722,105,105,0,0
326,249.47,52.8,13.8944,275,275,0,0
327,211.05,67.33,2.4333,800,800,0,0
328,350.4,51.93,13.4,620,620,0,0
329,192.99,65.27,2.8629,692,692,0,0
330,175.14,65.6,2.7889,725,725,0,0
331,349.25,49.8,13.4222,1225,1225,0,0
332,207.23,64.13,3.35,345,345,0,0
333,339.79,51.27,13.45,420,420,0,0
334,344.3,68.87,0.3611,560,560,0,0
335,239.69,50.67,13.2661,566,566,0,0
336,335.51,54.67,14.9167,470,470,0,0
337,196.53,69.33,2.1,385,385,0,0
338,318.25,47.2,13.4778,495,495,0,0
339,255.27,76.8,1.2222,290,290,0,0
340,180.91,47.6,16.3528,10,10,0,0
341,158.89,65.67,2.8427,238,238,0,0
342,179.86,48.47,16.2472,680,680,0,0
343,311.06,68.87,0.7278,610,610,0,0
344,302.22,67.93,1.9139,895,895,0,0
345,276.43,66.07,8.6722,930,930,0,0
346,218.89,71.2,1.9472,915,915,0,0
347,156.75,63.27,2.3427,749,749,0,0
348,198.76,66.47,3.1139,390,390,0,0
349,189.64,61.13,2.9639,890,890,0,0
350,313.91,54.8,13.8639,470,470,0,0
351,311.19,66.47,1.4694,1135,1135,0,0
352,337.86,66.73,0.7583,1505,1505,0,0
353,224.4,68.87,0.6855,401,401,0,0
354,306.29,71.13,1.8139,1235,1235,0,0
355,303.39,55.93,13.7667,525,525,0,0
356,345.73,50.6,13.4,705,705,0,0
357,159.4,59.07,5.6833,1615,1615,0,0
358,205.69,69.6,3.2167,855,855,0,0
359,227.98,71.0,0.5806,822,822,0,0
360,232.7,50.67,5.7833,115,115,0,0
361,333.64,71.0,0.5694,840,840,0,0
362,332.18,50.0,13.2889,895,895,0,0
363,335.56,56.13,13.2167,865,865,0,0
364,189.81,52.93,15.8917,1095,1095,0,0
365,180.41,67.27,1.3669,568,568,0,0
366,320.8,70.4,1.0389,1160,1160,0,0
367,320.6,62.2,1.2083,850,850,0,0
368,328.5,71.0,0.6556,660,660,0,0
369,248.69,70.93,1.7806,935,935,0,0
370,266.59,72.33,1.4194,820,820,0,0
371,178.07,78.8,2.6411,657,657,0,0
372,273.67,68.4,0.9639,945,945,0,0
373,182.46,48.87,15.7917,1055,1055,0,0
374,246.72,70.93,1.9528,1210,1210,0,0
375,211.14,66.6,10.0472,590,590,0,0
376,325.54,70.4,0.4333,850,850,0,0
377,150.95,63.4,4.6815,243,243,0,0
378,324.18,67.53,1.3361,1400,1400,0,0
379,301.57,73.8,1.1,1305,1305,0,0
380,229.73,77.0,1.9222,565,565,0,0
381,207.54,61.27,3.0139,1045,1045,0,0
382,312.11,71.8,1.05,800,800,0,0
383,209.57,77.4,1.375,296,296,0,0
384,305.4,68.0,0.5667,600,600,0,0
385,320.57,73.2,1.0389,180,180,0,0
386,210.71,67.93,3.8389,430,430,0,0
387,300.46,71.27,1.5861,1395,1395,0,0
388,302.87,55.0,13.5056,800,800,0,0
389,238.02,66.73,0.5242,238,238,0,0
390,309.25,73.2,0.6444,450,450,0,0
391,257.1,71.2,3.9333,630,630,0,0
392,176.18,68.87,4.7611,655,655,0,0
393,274.02,75.87,2.1361,570,570,0,0
394,326.93,68.33,1.5056,1790,1790,0,0
395,146.26,72.07,3.7903,318,318,0,0
396,295.07,76.13,1.2472,840,840,0,0
397,250.8,67.87,2.3167,1290,1290,0,0
398,286.35,73.67,2.0167,495,495,0,0
399,297.68,71.73,0.7722,940,940,0,0
400,215.82,70.8,3.0972,805,805,0,0
401,210.01,71.07,3.4274,456,456,0,0
402,335.21,54.13,12.2806,1375,1375,0,0
403,316.5,67.33,0.55,1605,1605,0,0
404,327.19,72.53,0.9417,1010,1010,0,0
405,322.87,62.73,1.3194,1340,1340,0,0
406,334.75,54.0,13.1222,1160,1160,0,0
407,122.49,59.2,4.7298,631,631,0,0
408,291.51,51.53,12.3083,1045,1045,0,0
409,302.94,67.13,0.9528,1495,1495,0,0
410,312.29,73.13,0.925,950,950,0,0
411,308.84,67.93,0.4722,1275,1275,0,0
412,329.19,57.53,13.3333,715,715,0,0
413,230.05,67.93,0.7903,271,271,0,0
414,275.54,68.53,0.8889,1285,1285,0,0
415,252.63,56.4,6.4806,1325,1325,0,0
416,290.81,67.67,0.5722,900,900,0,0
417,286.79,73.73,2.5611,125,125,0,0
418,323.63,75.13,1.5667,975,975,0,0
419,200.54,73.13,1.1815,519,519,0,0
420,221.36,73.93,3.3639,440,440,0,0
421,240.04,67.2,2.4389,330,330,0,0
422,188.32,70.13,3.4861,740,740,0,0
423,339.69,51.87,13.3778,850,850,0,0
424,205.51,66.73,2.4444,1055,1055,0,0
425,186.82,70.33,2.5161,742,742,0,0
426,348.94,60.2,0.7306,1370,1370,0,0
427,302.83,70.2,1.2139,610,610,0,0
428,235.58,72.8,3.0583,435,435,0,0
429,325.74,52.47,13.7333,685,685,0,0
430,274.73,68.47,1.5611,830,830,0,0
431,156.25,66.0,3.6895,218,218,0,0
432,259.04,69.27,2.3083,1120,1120,0,0
433,241.96,71.6,2.0,830,830,0,0
434,208.4,61.87,3.3833,350,350,0,0
435,331.53,68.67,0.4111,1200,1200,0,0
436,287.71,68.6,6.1167,1105,1105,0,0
437,207.22,72.27,0.9355,536,536,0,0
438,352.87,51.27,13.2167,355,355,0,0
439,313.88,67.93,2.1083,1015,1015,0,0
440,210.1,62.4,4.0639,950,950,0,0
441,351.76,52.6,13.2167,860,860,0,0
442,176.36,69.13,5.7944,760,760,0,0
443,228.25,71.0,1.2419,218,218,0,0
444,249.81,65.67,1.6944,825,825,0,0
445,207.62,68.53,3.2028,735,735,0,0
446,292.44,68.93,1.2389,915,915,0,0
447,231.48,74.87,2.3361,560,560,0,0
448,211.04,63.67,3.4306,515,515,0,0
449,163.69,68.33,2.625,248,248,0,0
450,187.41,66.73,4.2417,1120,1120,0,0
451,204.63,68.07,3.2306,360,360,0,0
452,210.08,58.73,3.2417,1385,1385,0,0
453,328.06,69.47,0.6028,435,435,0,0
454,209.45,65.07,3.0194,710,710,0,0
455,158.81,65.4,3.6331,699,699,0,0
456,251.67,77.4,1.3361,455,455,0,0
457,202.48,65.73,4.1333,670,670,0,0
458,287.19,50.93,13.8722,550,550,0,0
459,211.75,61.13,3.25,1220,1220,0,0
460,219.29,75.13,4.4333,1390,1390,0,0
461,228.46,67.4,1.1008,45,45,0,0
462,307.39,52.2,13.8583,1070,1070,0,0
463,221.48,69.13,2.9111,1740,1740,0,0
464,204.16,66.4,3.3917,465,465,0,0
465,204.07,67.13,3.5806,1030,1030,0,0
466,291.22,55.33,14.2278,685,685,0,0
467,155.64,71.2,4.4274,456,456,0,0
468,184.97,44.13,16.5389,365,365,0,0
469,204.9,62.27,2.8472,1505,1505,0,0
470,216.03,75.27,2.3472,380,380,0,0
471,259.62,57.67,6.5694,595,595,0,0
472,219.34,70.2,2.6167,830,830,0,0
473,157.72,64.6,3.1895,709,709,0,0
474,210.66,70.8,3.3583,1530,1530,0,0
475,340.12,55.53,13.4778,355,355,0,0
476,261.78,68.53,12.3556,35,35,0,0
477,322.66,69.47,0.3611,445,445,0,0
478,213.22,68.4,3.0806,590,590,0,0
479,140.54,61.73,4.9839,418,418,0,0
480,200.27,69.93,2.7583,1080,1080,0,0
481,351.66,51.87,13.2167,840,840,0,0
482,193.11,48.67,16.3694,395,395,0,0
483,194.73,53.8,15.6,345,345,0,0
484,203.65,56.0,15.2472,115,115,0,0
485,137.69,54.6,16.3145,0,0,0,0
486,232.21,65.6,9.7806,255,255,0,0
487,210.32,68.0,5.9306,1270,1270,0,0
488,202.19,66.8,3.0611,1310,1310,0,0
489,195.48,66.6,3.05,1085,1085,0,0
490,191.81,50.67,16.2778,720,720,0,0
491,187.12,67.6,1.8427,409,409,0,0
492,267.24,57.0,8.3139,870,870,0,0
493,308.24,65.73,0.4111,1030,1030,0,0
494,210.81,71.0,3.7278,1130,1130,0,0
495,240.4,58.87,7.5778,1105,1105,0,0
496,296.02,49.47,13.0306,680,680,0,0
497,138.22,66.6,3.9355,814,814,0,0
498,329.27,54.0,13.7167,1025,1025,0,0
499,311.53,65.93,0.5,480,480,0,0
